Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,0,400,282,480,256,347,328,391,185,465,301,309,215,326,378,333,317,548,398,356,274,376,276
2,1,400,503,226,422,405,658,415,590,495,377,375,561,175,395,420,630,503,731,374,535,334,370
3,0,400,289,446,408,275,391,469,178,257,265,299,329,337,352,462,328,400,398,394,295,391,268
2,0,373,350,363,235,463,178,517,382,251,461,271,115,374,278,477,377,432,347,411,435,398,377
3,1,411,450,456,560,349,334,538,579,356,578,384,477,318,322,364,630,425,466,449,380,531,329
2,1,400,525,250,401,393,649,369,489,441,562,409,509,382,352,496,644,541,323,338,660,431,592
2,0,424,350,447,339,473,387,479,310,245,243,379,492,444,382,383,419,568,421,414,239,476,386
2,1,400,478,235,635,385,424,558,579,332,559,481,485,545,405,333,562,275,487,341,560,477,320
3,0,400,261,267,235,460,294,556,243,321,119,404,242,344,133,482,261,316,447,51,289,315,364
2,0,388,350,348,462,440,171,383,410,367,419,331,410,504,347,511,306,382,392,478,322,307,344
3,0,400,344,452,320,422,118,300,320,390,354,421,318,430,379,451,547,343,457,429,485,450,123
3,1,417,450,433,453,319,468,550,637,461,414,238,600,465,603,441,387,565,266,408,403,576,437
2,1,400,529,408,551,345,399,230,512,452,394,176,483,436,559,520,433,382,520,378,561,462,418
2,1,400,517,511,442,270,408,519,535,518,487,560,518,280,632,503,583,195,356,441,405,384,394
3,1,375,450,482,304,315,230,264,308,338,454,417,506,428,484,471,551,516,594,254,414,274,518
2,0,400,350,427,272,242,390,404,509,327,354,340,288,279,462,357,363,588,528,342,305,263,307
3,0,400,332,320,380,383,403,439,366,409,376,480,253,495,389,451,272,503,471,259,189,492,575
2,1,400,538,389,698,545,532,408,653,342,515,386,437,418,701,144,658,545,443,315,446,452,572
3,0,400,314,229,399,491,255,556,340,398,442,338,483,364,617,325,396,298,410,250,257,488,114
3,0,400,261,390,231,458,146,502,112,469,466,467,188,443,239,480,383,459,321,260,228,420,41
3,0,400,296,170,457,496,285,232,440,503,108,480,327,504,283,369,406,339,226,448,249,530,184
2,1,400,450,566,530,416,553,389,441,433,388,555,580,490,526,399,412,455,559,291,553,369,455
3,0,400,277,366,370,399,405,372,140,264,305,406,307,461,501,432,271,373,450,630,253,459,224
3,0,400,324,471,179,328,416,398,432,443,424,546,288,511,225,384,273,505,276,504,286,307,392
2,1,400,542,485,580,427,596,325,683,435,620,467,575,322,443,451,465,385,634,359,768,366,583
3,1,431,450,452,646,458,413,465,385,423,298,356,364,518,623,527,326,311,524,370,248,360,611
3,1,364,450,479,487,518,674,376,563,460,318,400,535,365,470,373,396,366,347,370,503,458,596
2,1,400,532,425,670,365,603,326,521,324,302,312,486,388,788,359,573,355,535,195,568,440,620
3,0,400,346,494,441,462,475,219,31,483,167,440,465,439,295,580,337,294,422,451,304,289,250
3,1,368,450,407,687,310,444,373,573,327,540,219,635,391,436,406,408,372,278,417,357,280,676
3,1,369,450,513,273,377,560,257,426,200,395,408,494,466,381,559,494,290,388,419,212,264,389
3,1,362,450,270,394,334,581,375,364,286,345,239,460,431,486,449,395,237,569,423,169,452,546
3,0,400,316,553,308,392,364,298,363,609,170,238,286,300,442,405,187,326,420,258,583,312,261
2,0,444,350,184,498,338,330,400,324,593,378,433,342,350,228,311,201,455,489,445,298,315,164
2,0,435,350,431,250,470,243,333,422,434,501,446,272,493,535,450,526,365,423,494,391,664,462
2,1,400,507,307,425,333,491,494,504,434,595,390,571,404,612,370,419,257,470,396,470,453,390
3,1,387,450,318,568,327,238,336,537,426,506,423,415,294,514,483,509,316,416,594,384,334,389
3,0,400,333,355,140,422,322,200,396,345,254,206,426,370,381,517,241,310,405,358,310,379,295
2,1,400,480,454,348,352,277,246,413,392,622,453,526,361,566,358,259,335,623,489,567,452,679
