Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,395,350,354,445,149,273,396,279,307,406,437,272,462,327,334,185,397,236,262,589,511,331
2,1,400,534,278,452,430,596,234,579,443,432,310,469,300,490,441,510,266,650,546,574,322,490
2,0,379,350,362,356,379,237,380,279,718,277,251,255,270,383,381,412,369,322,311,335,313,376
2,0,351,350,351,312,333,290,219,362,279,430,385,246,348,312,319,221,334,487,589,389,462,384
3,0,400,340,549,244,366,407,384,280,465,364,432,430,437,148,351,327,351,187,302,277,430,365
2,0,393,350,294,304,404,289,410,293,474,458,386,259,368,219,348,239,504,283,499,490,424,381
2,0,379,350,291,357,237,264,339,384,375,192,277,330,254,516,331,258,201,362,414,251,268,469
3,0,400,265,481,48,358,90,431,480,468,259,425,433,440,72,344,389,520,213,336,242,303,209
3,0,400,309,208,168,407,250,370,574,388,313,287,294,285,274,297,354,340,236,342,272,627,267
3,0,400,324,403,338,360,468,578,159,363,256,526,270,444,373,192,374,175,443,426,328,412,278
3,1,433,450,215,338,320,342,296,410,326,470,511,488,420,393,495,609,387,567,494,468,481,443
3,1,440,450,275,526,355,376,491,473,435,290,382,515,545,387,318,484,360,461,481,389,263,402
2,0,388,350,494,269,256,306,219,406,493,447,466,429,440,330,432,278,399,504,536,209,448,516
2,0,410,350,576,406,409,379,512,184,457,421,376,486,330,398,428,142,407,262,418,338,425,483
3,1,435,450,370,264,508,546,506,464,382,525,442,409,311,215,448,395,547,358,612,640,576,394
2,1,400,529,396,617,532,420,553,350,564,656,568,591,428,665,429,524,180,734,502,636,508,562
2,1,400,532,419,581,462,421,328,684,273,419,215,652,423,533,570,517,456,658,376,462,466,594
3,0,400,318,556,204,368,304,309,151,363,353,197,371,383,313,505,271,457,358,396,280,440,395
3,0,400,309,428,366,434,177,287,351,348,253,408,272,476,180,467,311,482,380,350,365,479,322
3,1,418,450,375,345,358,393,393,260,399,407,452,429,361,499,325,458,404,536,364,437,336,434
2,1,400,478,178,452,305,505,491,563,376,651,398,522,513,503,407,605,257,504,589,430,315,398
2,0,393,350,355,380,338,434,158,261,441,429,330,457,508,127,468,247,449,348,238,296,325,304
3,0,400,304,376,299,406,366,418,226,291,327,310,428,390,389,413,345,469,316,434,443,462,196
3,0,400,307,340,317,355,298,364,258,522,340,341,321,529,300,433,188,276,339,398,365,473,274
2,1,400,525,163,656,449,416,353,496,298,410,321,557,320,688,415,612,360,463,362,786,334,551
3,0,400,301,511,234,567,344,571,327,560,155,338,155,411,338,454,157,239,406,415,212,313,193
2,0,358,350,358,315,253,333,395,310,245,57,520,268,241,319,393,321,622,312,237,293,244,276
3,1,360,450,400,315,286,503,362,467,477,398,238,423,339,568,369,457,301,435,336,638,491,432
3,1,416,450,496,471,292,428,505,553,437,490,516,560,439,544,381,317,489,531,432,484,368,419
2,1,400,529,568,560,267,612,569,623,530,669,505,511,251,495,285,332,420,347,253,353,424,493
2,1,400,549,442,484,413,607,364,571,396,663,400,637,397,631,254,629,314,625,463,772,423,361
3,0,400,290,494,464,442,398,552,164,316,583,315,230,283,233,352,405,257,268,308,388,552,262
3,1,356,450,350,466,307,486,418,530,322,485,239,448,383,686,364,562,379,449,307,384,378,465
2,0,440,350,464,292,500,348,332,469,409,329,237,189,523,388,377,336,336,453,553,332,276,236
2,0,426,350,457,313,591,348,536,440,615,314,438,400,557,301,370,262,454,212,446,475,343,341
3,1,419,450,525,414,570,256,538,482,510,442,445,410,423,559,375,414,341,592,450,460,410,338
3,1,413,450,405,420,391,287,388,467,335,545,240,514,462,445,434,401,307,439,307,406,430,454
2,1,400,543,466,601,339,684,391,562,361,569,284,337,447,343,347,574,303,722,537,442,584,508
2,0,436,350,565,691,419,264,470,455,404,253,527,165,342,318,542,222,226,353,391,391,258,298
3,0,400,283,258,382,545,457,401,344,537,224,348,275,283,167,242,349,467,163,487,309,245,360
3,1,450,450,336,479,495,325,569,468,545,409,419,552,504,595,473,289,337,265,487,431,444,524
2,1,400,524,278,462,291,614,571,590,309,476,508,507,317,613,535,486,444,536,481,509,278,518
3,1,442,450,618,454,392,458,366,572,361,506,365,359,467,530,487,469,411,486,481,431,466,403
2,0,407,350,501,225,470,207,370,229,383,486,325,238,645,463,405,362,452,353,357,399,223,416
3,0,400,263,330,194,417,373,543,325,434,424,433,293,432,348,386,304,347,384,492,284,468,207
2,0,392,350,289,411,252,365,382,430,244,222,479,371,295,355,330,369,259,429,544,486,423,252
2,1,400,542,308,458,389,685,432,746,427,543,526,750,229,678,358,374,270,607,569,461,459,381
2,1,400,487,382,448,334,395,376,579,626,409,272,476,343,600,245,442,312,610,322,496,370,455
3,1,369,450,390,385,350,553,520,552,371,363,401,504,438,438,410,216,406,558,529,478,347,419
2,0,421,350,444,340,441,275,551,317,605,203,562,134,424,285,589,306,354,51,486,371,606,343
2,1,400,477,457,518,395,409,451,625,454,412,494,352,433,569,393,423,503,591,377,417,596,658
3,0,400,331,379,440,500,189,357,345,236,333,573,278,285,206,357,396,173,210,225,148,384,441
2,1,400,495,525,324,479,494,526,443,357,577,429,649,361,559,466,566,360,388,240,337,136,606
3,0,400,300,310,319,457,413,334,124,333,372,363,209,355,147,253,246,465,204,393,290,321,465
3,0,400,287,605,108,302,486,557,351,363,283,568,463,358,99,148,207,191,297,453,196,455,312
3,1,372,450,457,574,431,456,432,420,655,367,465,384,303,497,406,388,260,450,509,651,440,385
2,1,400,484,386,458,110,519,429,494,492,420,440,628,149,373,462,417,328,581,344,464,594,496
3,1,415,450,417,555,366,387,418,466,336,450,309,583,316,563,234,384,330,463,312,753,409,582
3,0,400,314,532,425,530,208,669,301,368,383,554,315,344,239,265,286,431,342,360,215,383,443
3,1,399,450,537,402,414,529,411,293,358,522,422,522,398,541,449,290,263,448,405,438,205,563
2,1,400,500,385,553,531,572,456,588,419,352,341,475,371,516,431,563,433,632,276,512,311,472
2,0,413,350,505,296,425,308,337,247,355,391,443,413,244,299,321,453,384,322,444,208,556,201
3,0,400,331,380,220,390,80,348,576,378,306,545,411,339,401,437,242,402,425,240,203,467,339
2,1,400,506,432,397,376,412,268,548,381,536,314,641,493,450,272,496,460,516,658,462,317,429
2,1,400,521,309,520,537,535,491,402,416,624,467,472,403,525,643,558,414,340,443,528,468,744
3,0,400,311,351,512,364,390,489,383,468,147,344,357,266,160,590,348,341,307,244,367,350,359
2,0,358,350,170,220,419,507,604,430,381,374,195,235,384,259,361,366,314,377,457,384,381,426
2,0,362,350,439,326,277,335,343,17,207,262,363,152,377,382,230,431,421,313,519,482,365,274
2,1,400,485,410,450,526,436,300,510,472,715,375,523,520,556,417,679,334,369,334,379,320,527
2,1,400,475,287,445,439,613,282,629,476,500,549,441,492,397,432,407,399,474,505,553,421,411
3,0,400,322,476,261,402,286,467,465,458,371,319,354,334,305,303,126,290,395,333,404,342,212
3,0,400,322,458,265,536,503,441,331,340,206,453,226,393,228,336,337,342,251,406,396,364,278
2,1,400,475,416,628,144,468,444,385,420,431,229,641,325,525,486,547,371,342,462,484,370,523
2,1,400,541,536,443,292,472,294,635,391,553,550,672,424,650,605,462,326,559,630,467,414,701
2,1,400,515,338,622,358,576,233,557,476,540,409,394,521,394,403,676,315,322,380,493,383,497
3,1,434,450,442,530,395,388,544,346,293,411,490,356,435,260,413,406,469,397,301,626,510,487
3,0,400,304,498,461,153,234,451,383,492,376,328,355,367,393,273,229,519,298,423,214,312,434
2,0,381,350,412,416,393,321,570,376,396,298,402,442,307,295,435,470,387,284,275,251,423,197
3,0,400,270,189,317,489,370,492,256,517,403,301,253,452,235,381,186,457,423,425,355,299,465
3,1,422,450,435,348,566,357,315,228,445,409,463,396,440,416,424,546,421,320,481,390,369,539
3,0,400,336,404,427,427,222,436,358,635,509,454,424,378,472,523,281,342,254,489,141,558,273
2,1,400,516,463,568,223,541,270,578,400,482,262,563,486,545,301,518,230,722,344,465,340,428
2,0,448,350,484,227,340,412,351,447,339,319,345,376,536,182,461,362,545,432,469,356,423,561
3,1,368,450,388,462,289,399,234,573,413,505,393,521,407,367,434,452,268,442,243,390,394,344
2,1,400,465,334,353,340,498,358,524,600,576,654,523,407,410,491,488,312,448,415,694,462,250
2,1,400,526,459,613,225,645,330,514,417,659,321,362,461,570,402,398,358,548,513,584,436,676
2,0,446,350,731,154,318,522,433,231,562,373,468,268,319,440,551,326,336,468,528,342,404,277
3,0,400,256,185,203,449,364,646,298,445,310,495,195,377,419,522,129,319,358,427,395,385,285
3,0,400,321,352,394,356,202,177,209,353,385,565,428,435,275,487,351,425,231,470,241,344,327
2,1,400,514,343,578,279,456,382,390,305,590,339,454,513,453,429,576,390,603,375,608,413,543
3,0,400,297,594,296,247,99,308,179,607,245,615,78,322,247,626,395,210,341,441,340,295,321
2,1,400,533,444,628,251,526,267,531,372,479,567,631,478,612,301,649,371,607,366,627,273,501
3,1,377,450,509,416,459,321,390,497,257,583,389,516,160,426,313,452,162,633,371,465,441,392
2,0,416,350,516,225,352,327,404,485,454,380,356,323,306,324,357,285,548,385,331,335,332,564
3,1,394,450,368,450,284,392,490,235,469,498,312,386,436,398,394,490,474,266,288,588,306,600
2,0,429,350,517,354,318,407,491,352,421,286,369,417,464,382,645,406,515,358,422,252,496,298
3,1,392,450,520,345,219,302,266,541,267,489,414,443,258,404,429,526,537,349,532,415,359,449
2,0,412,350,423,248,166,238,406,481,436,237,512,155,582,154,354,274,489,513,398,159,288,296
2,1,400,540,435,453,321,624,348,539,532,601,301,659,321,560,366,708,338,484,418,717,385,500
3,1,400,450,508,405,428,400,509,301,412,615,382,464,316,491,179,445,300,460,381,394,353,450
2,1,400,456,327,512,415,468,386,403,437,330,473,450,407,285,354,448,482,441,399,370,295,523
3,1,420,450,258,530,503,441,503,502,399,658,327,383,252,372,515,556,315,423,408,304,454,472
2,0,372,350,261,88,403,518,473,258,211,444,591,214,339,460,373,73,364,420,360,151,342,327
3,1,441,450,534,488,343,429,353,344,411,408,473,700,523,381,478,519,503,522,469,254,494,478
2,1,400,485,352,349,476,343,362,534,327,425,507,452,427,522,160,475,518,632,362,475,441,547
2,0,358,350,474,431,431,338,326,375,461,357,369,545,295,369,268,202,386,458,223,296,481,275
2,1,400,453,431,502,561,461,407,444,216,309,355,516,469,426,456,474,441,479,486,427,526,534
2,1,400,497,356,675,351,351,374,452,380,556,264,484,404,518,429,560,340,517,472,488,310,408
2,0,377,350,426,436,319,270,578,376,541,422,402,373,242,334,384,543,392,285,538,242,353,433
3,0,400,285,525,332,364,456,377,358,133,418,436,298,281,156,229,446,305,488,267,305,510,201
