Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,1,358,450,372,417,422,463,457,217,406,509,364,375,369,417,546,446,333,552,473,582,407,380
2,0,417,350,416,341,403,377,548,309,316,352,385,357,392,490,504,402,563,332,531,385,419,516
3,0,400,325,362,309,442,356,287,191,508,362,332,194,226,364,391,348,672,337,200,324,335,474
3,0,400,315,221,361,300,392,354,539,87,432,384,228,182,136,224,403,422,266,353,115,353,245
3,0,400,263,274,291,367,270,414,237,533,453,276,312,568,412,316,188,348,133,297,274,456,120
3,1,430,450,532,552,447,502,517,340,551,361,453,365,358,463,373,251,427,468,418,430,401,364
3,0,400,306,361,332,411,386,374,387,448,173,254,420,447,353,460,209,449,211,398,367,235,434
3,1,434,450,559,654,470,476,404,424,403,435,554,349,627,501,405,391,398,499,461,455,472,445
2,1,400,463,248,308,463,546,572,467,511,387,374,491,411,401,438,365,416,419,345,435,345,497
2,1,400,486,509,386,141,349,488,509,496,563,463,438,205,633,509,493,403,512,474,425,393,323
3,0,400,263,473,232,518,368,512,243,396,293,288,421,399,183,310,448,380,353,368,136,247,226
2,0,418,350,449,400,400,302,524,463,324,307,526,339,378,491,454,427,223,123,397,408,505,220
2,1,400,456,323,644,396,488,377,480,249,442,371,365,150,400,418,555,306,573,559,517,369,614
2,0,357,350,220,529,302,260,447,402,265,273,461,366,399,275,276,451,373,359,356,217,236,391
2,0,428,350,436,348,564,424,444,406,404,426,631,204,594,300,448,283,343,521,286,338,507,411
3,0,400,265,510,145,64,144,485,439,269,169,380,202,533,420,166,162,454,88,468,398,260,405
2,0,360,350,300,443,420,206,302,203,307,301,417,358,424,303,340,249,452,185,392,276,362,342
3,1,358,450,299,369,276,362,297,596,258,417,356,336,444,462,345,609,327,325,336,505,307,477
2,0,432,350,445,515,569,434,557,430,490,248,476,472,439,379,475,249,307,416,286,293,507,450
3,0,400,348,233,294,208,369,223,364,401,288,502,349,612,215,402,222,442,333,618,328,593,230
2,0,350,350,373,311,331,283,219,232,336,465,331,315,272,293,279,407,351,500,432,277,86,361
2,0,446,350,436,418,584,371,508,302,592,269,347,262,424,386,377,364,376,426,404,394,544,128
2,0,406,350,464,426,391,336,408,223,330,356,325,331,512,258,272,351,410,487,608,354,324,139
3,1,406,450,467,348,519,319,466,413,391,197,455,425,387,460,413,417,522,340,336,454,465,429
2,0,421,350,460,569,270,387,419,242,460,266,456,372,294,171,384,374,556,374,470,299,288,386
3,0,400,319,402,444,478,501,515,198,286,220,287,218,386,244,560,432,379,242,196,467,513,393
2,0,391,350,496,421,469,392,497,460,340,359,566,341,575,374,199,241,388,344,353,259,426,267
3,1,403,450,319,441,411,337,305,542,385,327,394,507,422,362,472,568,186,572,212,450,430,624
3,0,400,326,498,512,223,201,316,273,188,372,410,268,432,199,568,501,379,440,288,492,362,275
2,1,400,467,217,515,531,408,568,348,408,442,283,560,529,374,387,517,512,573,305,460,509,465
3,1,357,450,461,507,402,350,233,477,438,595,350,546,168,432,333,499,294,455,392,414,349,295
3,1,447,450,501,478,460,324,473,504,441,449,287,493,660,269,352,460,478,386,577,474,382,397
3,1,403,450,422,365,412,461,312,535,335,410,496,596,503,330,465,376,362,377,281,537,288,444
3,0,400,339,477,395,292,444,364,287,481,412,304,287,406,349,520,259,364,348,417,208,620,257
2,0,390,350,299,359,262,237,375,419,415,365,378,479,426,389,197,372,420,486,302,302,431,383
2,1,400,545,336,508,136,557,530,510,391,559,359,490,262,744,460,340,474,506,344,497,414,618
3,1,418,450,492,442,387,438,581,487,378,337,419,336,309,471,678,636,381,406,392,364,418,522
3,1,426,450,334,389,561,606,339,722,176,473,393,537,401,420,560,609,371,425,406,398,519,437
2,1,400,526,543,559,418,561,462,469,328,639,516,505,338,400,348,444,376,554,593,485,380,454
2,0,369,350,611,331,336,323,463,242,520,357,370,414,272,551,410,195,544,300,241,568,364,122
3,1,359,450,455,471,375,357,237,368,319,504,353,481,267,553,283,401,322,406,320,425,382,473
2,0,382,350,393,413,521,339,461,488,389,156,307,422,322,529,161,292,479,282,365,326,167,346
2,1,400,457,432,557,317,590,573,341,415,377,459,386,373,322,369,654,290,512,447,537,395,627
3,1,437,450,734,571,365,492,454,494,563,406,594,238,559,567,528,184,426,432,277,430,334,414
2,0,441,350,636,349,512,360,424,341,408,213,358,338,451,490,366,378,365,485,610,374,435,397
2,1,400,474,245,528,409,552,242,462,524,668,430,428,372,377,522,501,468,395,216,518,298,335
3,0,400,339,358,342,325,185,366,449,434,270,547,331,134,280,255,361,611,596,630,319,486,372
3,1,429,450,310,528,504,677,445,285,521,423,541,352,475,750,459,527,589,484,458,521,549,587
3,0,400,337,577,222,412,317,374,410,408,518,414,558,284,270,390,405,257,329,472,292,449,474
2,1,400,494,602,504,229,579,452,407,219,493,547,433,307,587,344,504,373,393,287,633,286,379
3,0,400,335,304,390,435,352,296,115,357,321,529,458,476,456,197,414,462,403,429,465,503,269
2,0,439,350,331,366,348,431,354,306,334,281,603,206,435,416,386,432,343,434,624,408,445,153
3,1,377,450,493,399,497,489,363,469,476,507,395,400,421,343,385,540,205,536,480,464,292,357
2,0,422,350,148,281,476,508,454,386,363,452,412,583,522,248,377,203,461,349,353,306,328,243
2,0,385,350,382,398,454,305,334,386,362,244,368,304,526,390,430,165,426,459,251,468,355,462
3,1,400,450,400,478,332,402,505,494,370,412,299,360,269,415,297,425,476,659,395,444,372,384
2,0,414,350,377,403,388,518,313,557,426,418,328,337,248,285,443,280,441,274,368,250,306,278
3,1,371,450,400,443,497,342,377,344,376,486,272,372,295,506,356,501,509,422,517,555,346,340
3,0,400,286,526,328,325,199,520,357,427,358,258,220,476,183,567,332,337,347,434,195,310,218
3,1,371,450,304,451,415,578,334,543,382,609,403,474,326,364,474,307,339,433,397,370,476,538
2,0,408,350,505,490,405,447,470,339,382,311,339,360,463,416,379,259,449,391,311,213,527,459
