Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,0,400,302,338,337,425,376,525,228,480,253,493,422,365,244,178,391,332,360,351,229,364,274
3,1,447,450,377,183,463,331,251,331,490,381,532,433,396,526,744,478,505,622,395,523,331,448
3,0,400,291,471,370,388,138,373,154,394,327,489,170,472,131,448,180,298,234,429,320,553,201
2,0,403,350,251,341,503,419,318,297,402,458,215,451,347,295,399,232,275,296,571,445,428,268
2,1,400,452,360,352,419,591,323,446,300,431,508,422,462,416,256,632,252,492,378,407,433,338
2,0,424,350,508,301,479,244,339,368,547,243,303,445,399,250,275,200,276,543,348,346,516,478
3,0,400,321,341,490,434,299,428,357,351,220,488,341,285,530,429,291,211,345,558,262,353,300
3,1,353,450,390,462,333,499,477,463,728,541,414,350,348,622,519,532,362,519,434,381,491,472
2,0,360,350,250,263,514,336,434,354,402,392,205,242,477,409,579,345,336,528,329,329,513,158
2,1,400,504,237,533,307,519,391,404,313,471,317,422,363,503,469,518,300,414,447,564,318,566
2,1,400,488,305,415,296,551,400,321,240,485,409,464,351,468,180,500,682,346,292,472,561,527
3,1,388,450,148,419,330,277,184,438,380,374,497,574,537,509,527,532,369,472,508,494,355,574
3,1,433,450,386,540,293,419,293,453,393,422,496,557,338,589,349,462,322,478,472,528,565,391
3,0,400,274,390,253,373,478,428,202,397,373,197,89,332,167,353,324,553,161,615,217,300,288
2,1,400,526,387,426,418,576,379,511,428,708,347,458,681,544,500,600,436,438,410,430,395,463
3,0,400,289,510,379,311,381,374,405,357,264,562,311,420,380,450,175,504,289,228,339,341,294
3,1,416,450,359,400,568,556,287,295,521,555,542,389,374,373,572,451,226,261,499,675,512,649
2,1,400,472,294,495,485,425,440,466,400,460,391,357,356,400,381,408,336,557,452,464,582,556
3,0,400,349,541,184,295,382,298,431,442,421,272,367,415,278,253,241,397,443,152,454,249,458
2,1,400,453,474,349,513,564,385,339,693,400,375,321,353,368,420,611,439,390,371,293,488,371
3,1,412,450,488,444,385,394,423,311,365,431,476,453,621,579,586,463,434,496,452,426,342,526
3,1,409,450,348,378,562,666,375,427,583,440,363,505,427,387,580,343,271,548,349,385,259,508
3,1,430,450,566,403,401,482,477,370,206,425,331,329,501,405,381,292,451,390,512,360,324,220
3,1,382,450,531,386,273,628,378,405,342,460,310,509,167,452,237,442,291,514,358,402,331,429
2,0,353,350,440,407,347,363,264,404,278,487,408,421,321,186,447,454,481,405,279,260,287,393
3,0,400,303,186,268,222,431,313,270,387,225,365,229,476,375,302,398,382,166,458,413,491,117
2,1,400,533,374,383,422,436,315,574,266,488,504,534,394,617,447,579,445,420,392,626,523,505
2,0,400,350,529,348,291,388,434,245,507,450,347,254,322,258,362,347,277,454,507,540,399,447
2,1,400,460,477,466,388,377,279,417,571,366,435,607,102,595,311,537,371,332,474,369,266,412
3,0,400,344,489,376,566,363,470,306,341,339,341,325,504,337,352,246,353,239,449,346,362,340
3,0,400,305,380,359,505,108,377,347,397,314,263,633,410,522,533,250,426,231,492,284,330,123
2,0,359,350,363,400,267,279,418,342,412,290,144,414,440,377,356,529,316,349,203,260,406,259
3,0,400,260,118,284,489,147,252,150,262,121,572,238,409,130,403,236,283,265,288,252,241,335
2,1,400,523,360,542,409,712,506,409,419,614,381,499,358,417,246,466,285,494,313,630,397,523
3,0,400,330,361,310,159,201,477,321,330,414,331,410,544,234,225,296,249,468,360,446,359,359
2,0,402,350,381,364,238,369,473,254,313,446,307,380,254,402,404,289,346,484,341,393,431,304
2,0,351,350,191,414,159,445,430,345,398,443,505,519,391,260,225,479,181,321,277,535,358,315
3,0,400,251,468,153,346,181,487,159,429,158,335,162,338,182,365,311,367,127,322,490,262,427
2,0,409,350,392,350,477,246,628,177,423,488,436,457,445,353,487,340,469,299,358,496,536,567
3,0,400,285,297,305,353,261,404,77,528,263,355,427,342,374,372,112,276,438,375,349,470,418
2,1,400,503,260,504,284,412,489,469,515,458,460,534,291,585,526,409,345,497,375,448,442,604
2,0,416,350,392,417,443,231,545,284,497,357,282,230,432,112,376,137,326,343,252,323,450,383
3,0,400,263,389,422,293,311,425,303,369,206,308,229,559,236,231,336,541,135,317,271,551,301
2,0,367,350,510,330,372,375,217,266,514,196,281,403,483,474,425,172,286,430,187,274,299,163
3,1,433,450,299,421,476,468,628,194,444,579,548,405,311,350,334,364,615,525,395,354,514,551
2,1,400,473,259,619,480,608,392,431,173,470,399,516,587,566,564,523,298,372,400,466,501,530
2,1,400,529,557,504,462,466,356,469,378,677,473,572,248,479,264,592,316,525,470,461,284,621
2,0,403,350,485,485,453,338,503,264,497,405,401,376,720,220,571,369,615,325,538,422,358,432
2,1,400,533,397,441,401,637,431,497,383,465,393,480,403,624,550,574,470,474,296,455,419,620
3,0,400,334,419,385,610,248,331,419,412,233,411,307,322,425,273,264,407,415,547,475,419,297
2,1,400,460,515,488,464,656,297,396,372,534,364,444,449,668,271,688,494,373,263,657,371,397
3,0,400,315,396,223,345,202,298,177,430,376,495,308,549,366,379,254,417,392,448,225,450,314
2,1,400,530,437,548,346,540,158,668,426,652,535,577,395,529,498,465,567,631,466,492,511,429
3,0,400,274,490,67,376,200,264,483,265,183,271,290,514,354,482,193,343,236,294,222,385,374
2,0,447,350,505,381,572,424,554,346,483,492,360,383,500,165,330,265,546,271,426,206,544,378
3,0,400,261,282,275,232,62,288,423,466,165,289,220,210,325,373,393,343,339,595,325,156,269
2,1,400,518,313,452,328,453,553,625,368,482,545,685,426,638,281,583,379,580,396,443,370,620
2,1,400,468,335,431,461,465,291,433,368,549,526,306,363,429,343,542,372,528,380,499,411,402
3,1,428,450,572,259,555,294,423,548,559,399,433,297,540,491,334,470,336,455,492,542,377,493
2,0,434,350,565,245,522,212,399,335,473,368,459,40,493,310,512,459,390,419,401,166,414,560
3,1,447,450,310,536,438,302,543,474,407,534,502,497,738,474,414,511,481,583,520,267,585,341
3,0,400,278,531,333,406,281,480,190,512,234,335,376,389,156,349,366,323,121,341,297,413,336
3,1,395,450,532,753,392,414,450,586,396,379,319,385,600,333,406,451,205,319,394,561,243,454
3,0,400,297,543,450,507,286,267,205,499,262,273,153,532,100,412,217,402,186,477,265,571,390
2,0,401,350,441,177,354,386,329,139,162,444,529,370,311,299,433,290,296,368,113,177,521,241
2,0,426,350,545,369,402,310,600,250,354,245,508,421,219,374,382,342,336,336,529,366,495,442
3,1,393,450,321,365,309,402,426,505,242,471,207,427,193,353,289,374,461,449,445,463,434,566
3,0,400,285,585,347,440,282,487,454,283,495,426,281,705,193,515,310,355,316,344,190,398,241
2,1,400,545,454,538,453,517,602,583,406,532,420,462,464,639,478,332,325,437,408,490,411,552
2,0,422,350,384,456,287,344,232,307,446,458,387,542,438,315,447,411,337,350,373,279,379,455
3,0,400,314,451,175,465,285,452,560,306,212,247,197,303,495,426,219,349,341,404,328,538,307
2,0,382,350,299,331,330,502,491,386,277,488,459,493,149,184,449,369,300,361,450,141,372,308
2,1,400,471,327,470,350,414,381,324,298,575,483,508,458,448,449,340,370,479,450,540,439,370
3,0,400,292,278,151,339,364,345,355,616,180,418,377,392,422,406,353,410,155,603,389,262,323
3,1,393,450,334,459,535,410,299,532,292,572,159,360,352,486,523,482,418,564,345,570,303,269
3,0,400,287,400,385,435,291,187,325,229,204,459,384,356,171,360,321,380,419,462,286,285,231
2,0,449,350,426,287,398,450,459,475,428,429,490,429,351,218,580,460,757,398,411,521,295,324
2,1,400,478,389,444,455,585,564,430,463,533,465,624,413,591,369,441,506,648,385,348,432,371
2,1,400,483,256,384,572,621,398,285,302,487,451,366,379,308,269,460,379,468,371,531,431,456
3,1,395,450,431,652,460,480,456,424,310,282,455,371,534,476,420,533,379,467,292,339,446,424
3,1,369,450,517,635,192,381,429,423,218,594,350,577,524,655,342,477,508,486,263,272,277,464
3,1,419,450,319,319,482,424,370,528,387,367,508,514,366,491,405,464,428,467,403,508,444,477
2,0,356,350,311,485,488,381,282,407,434,319,303,462,173,452,452,391,177,437,450,239,369,398
