Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,1,368,450,421,531,489,397,358,491,187,299,501,364,357,268,276,303,345,671,481,416,288,567
3,1,395,450,506,495,508,579,332,320,421,364,495,522,261,474,288,332,393,604,257,387,457,455
3,1,389,450,399,274,393,325,326,541,524,502,346,610,221,500,432,471,363,429,402,591,262,349
2,1,400,487,277,529,430,413,504,470,525,397,377,434,301,614,416,461,274,382,215,513,320,500
3,1,441,450,268,321,281,453,452,520,255,530,374,385,318,434,425,165,453,638,332,417,383,379
2,1,400,496,536,580,424,535,277,424,389,484,516,429,470,361,428,482,206,381,307,549,388,612
2,1,400,463,439,645,222,465,488,500,338,349,666,363,520,397,333,382,345,510,340,211,192,377
2,1,400,504,254,554,486,445,358,517,405,398,391,515,332,753,339,482,514,537,564,633,385,515
3,0,400,250,534,154,196,451,414,300,252,221,489,206,238,189,250,279,349,121,179,333,436,258
2,0,402,350,370,222,373,413,484,334,455,447,257,454,308,424,385,376,433,231,377,430,377,399
2,0,433,350,497,277,379,288,353,229,434,346,309,448,410,256,395,349,628,339,242,485,345,485
2,1,400,461,390,512,279,389,398,526,405,336,450,481,519,584,431,476,422,445,499,324,347,603
2,1,400,499,495,414,349,499,344,493,358,563,501,507,493,649,269,479,440,534,580,669,513,433
3,0,400,268,432,200,595,286,454,278,295,380,512,177,237,187,427,65,416,244,369,347,503,158
2,1,400,518,458,526,525,491,320,526,383,599,340,554,292,532,262,596,540,515,521,530,382,426
2,1,400,528,256,560,496,564,493,656,188,602,237,762,461,517,481,468,334,630,561,593,292,469
2,0,429,350,557,324,401,368,352,529,245,404,317,94,471,321,573,262,398,425,307,269,408,440
2,0,377,350,410,339,509,275,330,221,202,597,545,420,492,162,339,295,353,347,512,335,265,447
2,0,385,350,302,177,206,146,544,565,410,238,377,235,434,374,242,393,406,200,557,498,293,461
3,0,400,318,231,366,317,239,317,311,433,298,510,335,512,147,239,338,366,336,143,268,473,183
3,0,400,311,305,173,293,173,492,355,458,347,539,220,387,401,291,373,440,329,527,468,366,237
2,1,400,510,357,478,231,353,594,557,475,514,371,519,348,617,613,416,273,538,323,427,562,495
2,1,400,486,420,253,375,440,469,484,301,424,391,543,279,446,416,420,490,607,398,512,397,422
