Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,377,350,335,149,474,465,496,482,350,336,290,256,453,472,466,304,259,395,338,539,406,232
2,0,427,350,411,492,606,437,485,228,280,370,528,501,469,337,411,368,335,223,482,141,419,561
2,1,400,497,363,436,406,462,610,589,414,343,326,498,358,422,279,490,276,250,327,467,394,455
2,0,419,350,459,420,571,529,334,549,510,347,179,196,369,416,292,418,331,223,541,315,476,265
3,0,400,295,538,290,252,365,331,314,455,257,442,6,457,131,396,366,332,186,419,362,470,149
2,1,400,522,219,502,507,470,451,479,366,565,477,365,461,350,571,440,401,472,253,496,487,714
3,1,399,450,565,314,482,445,144,464,546,262,524,556,374,461,283,534,401,337,546,415,331,357
3,1,446,450,644,411,508,419,320,344,435,459,335,555,437,300,380,609,350,366,553,486,461,445
2,0,450,350,460,286,379,375,484,385,234,460,422,472,397,414,440,143,396,433,506,417,410,315
3,1,425,450,503,437,482,536,193,656,394,449,343,395,398,386,266,605,510,327,464,326,337,312
3,0,400,277,297,231,588,400,401,282,257,246,243,346,442,255,412,498,384,243,292,425,365,389
3,1,438,450,483,490,400,357,122,530,483,371,591,480,466,190,438,402,447,466,448,481,498,468
3,1,352,450,526,412,451,382,392,371,293,416,417,479,376,351,359,302,334,417,398,534,621,447
2,0,425,350,387,339,244,323,394,255,409,175,430,457,454,435,469,411,393,362,605,209,212,405
3,1,379,450,271,528,274,470,496,547,311,494,482,467,292,506,363,406,478,409,527,562,266,470
2,1,400,459,445,311,404,426,554,491,315,308,319,539,408,440,390,378,386,490,570,356,402,490
2,1,400,472,426,397,278,558,447,306,377,477,555,530,393,324,461,421,485,477,254,451,428,328
3,1,386,450,208,498,475,487,334,432,237,443,502,327,420,386,491,459,339,319,324,438,386,336
3,0,400,293,214,355,329,384,376,255,434,223,362,418,362,562,540,196,497,216,427,296,469,214
3,1,402,450,453,344,469,569,455,441,656,414,399,275,274,441,226,422,390,494,491,408,349,639
3,0,400,320,275,312,478,329,507,161,375,458,414,472,427,446,266,263,278,411,409,156,452,405
2,0,409,350,405,317,564,295,456,361,459,207,326,393,291,390,345,156,404,436,421,285,482,430
3,0,400,270,493,265,377,257,545,180,488,99,326,277,550,139,348,372,502,346,514,250,535,269
3,1,390,450,358,640,369,371,276,492,437,484,444,389,446,487,388,470,328,396,396,508,323,270
2,1,400,484,424,391,435,538,294,370,292,618,569,421,461,518,474,459,588,557,525,389,434,374
3,1,358,450,254,451,372,562,311,506,405,695,321,511,489,538,527,531,358,519,430,563,209,467
2,0,365,350,299,319,369,442,350,406,567,414,246,569,139,548,305,400,402,382,528,365,447,354
3,0,400,337,341,264,289,342,368,313,332,207,370,292,380,210,463,289,262,174,324,251,598,349
3,0,400,305,471,264,413,198,340,455,401,312,360,70,491,327,363,87,331,405,332,451,265,264
3,0,400,263,266,410,490,382,449,65,392,437,320,273,397,213,301,107,421,233,215,336,258,243
3,1,381,450,315,443,332,452,326,259,332,430,285,474,413,499,281,358,292,441,449,435,530,410
2,0,395,350,522,242,438,368,396,325,529,402,686,176,486,463,356,416,451,279,542,372,335,452
2,1,400,488,294,445,378,593,445,472,451,571,436,644,198,446,434,527,343,450,526,427,436,477
2,1,400,517,458,546,558,432,422,509,373,514,370,508,425,729,360,476,236,505,426,610,496,492
3,1,431,450,378,351,625,427,425,417,269,426,297,405,509,550,394,516,499,662,459,384,452,401
2,0,424,350,324,374,381,267,332,413,333,483,418,577,456,220,392,328,458,344,376,322,444,407
2,1,400,507,526,345,276,554,508,473,229,496,379,388,379,381,573,440,438,556,365,565,464,423
3,0,400,336,452,446,338,289,212,211,345,302,467,425,311,397,407,404,389,302,375,511,309,277
2,1,400,529,430,494,444,420,389,671,381,640,343,753,293,519,532,500,395,481,582,644,496,531
2,0,400,350,468,338,494,517,456,440,530,363,422,381,479,183,435,429,281,517,466,390,355,320
3,0,400,336,194,408,437,132,425,319,301,249,437,290,464,345,185,389,250,430,407,259,477,312
3,0,400,318,455,164,298,345,332,404,271,291,394,211,344,476,401,188,381,251,387,356,518,438
3,0,400,303,516,144,351,336,323,339,232,360,436,380,484,231,486,426,399,96,644,240,469,376
3,1,427,450,455,480,631,301,339,432,569,412,338,378,479,538,341,670,428,460,490,372,486,617
3,0,400,279,250,360,406,269,304,204,448,491,300,370,483,397,452,154,410,392,343,297,462,280
3,1,393,450,322,476,500,423,481,608,348,443,497,331,345,481,350,453,388,499,455,504,417,596
2,0,437,350,560,561,352,352,486,244,694,428,418,301,216,291,400,249,374,190,210,472,531,305
2,0,358,350,355,266,293,367,363,342,354,482,304,168,567,376,424,386,441,308,197,645,224,420
2,0,414,350,332,281,463,323,296,426,597,418,460,299,222,499,394,322,364,280,374,363,363,185
3,0,400,289,530,174,237,309,580,233,476,290,575,319,356,48,359,408,307,418,343,245,405,273
2,0,372,350,372,500,501,432,383,444,226,268,419,364,364,527,439,307,267,272,284,377,455,307
2,1,400,532,359,672,495,682,489,595,584,503,303,605,417,469,381,413,312,526,513,351,397,737
2,1,400,460,383,445,425,461,491,467,240,439,352,413,498,454,435,430,329,439,513,509,247,255
2,1,400,550,492,560,424,700,217,512,469,531,391,589,437,488,308,561,334,589,476,639,345,563
2,1,400,549,333,589,429,550,520,539,484,574,210,552,528,569,377,506,459,531,336,658,286,503
2,0,393,350,376,347,419,286,562,228,343,125,386,409,219,354,417,334,391,287,370,359,307,351
2,0,431,350,495,488,278,149,459,272,569,404,477,253,483,389,310,466,593,467,251,257,578,370
3,0,400,285,447,227,700,398,312,227,375,242,414,257,367,302,526,216,363,164,413,355,367,272
3,1,410,450,216,551,328,432,559,459,278,671,465,597,312,549,366,378,617,526,679,308,319,432
2,1,400,463,459,511,374,416,441,345,390,599,416,355,532,350,400,393,348,624,430,474,330,541
3,0,400,280,490,343,486,293,490,436,428,93,387,246,213,277,462,391,368,201,427,166,432,212
2,0,446,350,537,303,450,315,457,504,443,282,702,391,378,536,471,454,506,382,446,313,504,259
3,1,407,450,276,432,378,475,531,434,411,453,390,501,241,390,450,262,510,346,460,316,296,537
3,0,400,347,413,400,236,424,511,159,263,228,597,398,415,213,279,184,468,481,277,553,328,377
3,0,400,304,272,288,423,157,497,319,357,398,297,320,449,272,499,323,464,468,512,333,455,293
2,1,400,496,240,541,410,480,445,564,489,509,449,387,522,545,536,538,375,634,450,458,278,468
2,1,400,475,334,467,466,531,203,621,323,501,415,530,385,405,400,567,407,345,445,472,514,643
3,0,400,297,466,474,307,210,146,136,255,237,343,472,472,369,473,161,447,76,394,354,380,362
3,0,400,340,455,590,477,516,172,378,323,342,357,299,570,307,250,245,359,355,422,267,174,179
2,1,400,506,648,490,412,449,313,517,448,522,474,691,449,476,328,523,302,431,324,561,394,685
2,0,427,350,336,373,114,453,340,507,463,460,393,380,220,132,394,208,348,361,395,422,519,520
2,0,380,350,218,305,281,407,470,235,323,75,317,325,297,415,255,273,379,362,455,91,407,503
3,0,400,315,431,650,446,294,400,239,465,373,514,271,501,345,445,186,523,401,422,326,316,469
2,1,400,474,487,333,508,375,350,593,431,463,304,373,320,516,365,475,419,614,352,470,343,600
3,0,400,319,432,289,280,342,452,185,306,488,511,245,552,209,352,277,469,376,256,216,448,389
2,1,400,457,303,461,561,540,312,454,283,444,367,507,549,604,582,571,492,351,398,437,396,600
3,1,442,450,439,313,378,612,279,311,448,503,449,379,636,331,318,485,352,365,614,249,448,392
3,0,400,312,466,356,206,312,397,332,468,214,377,519,514,141,364,281,318,304,485,366,496,508
3,1,406,450,628,317,501,196,450,460,482,471,429,516,439,576,490,545,586,480,329,587,480,345
3,0,400,262,409,243,287,200,531,203,438,451,344,458,408,204,461,277,392,373,323,109,291,251
2,0,368,350,381,294,432,474,372,332,397,171,399,461,617,268,332,466,390,264,431,480,268,316
