Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,1,400,482,472,651,326,773,344,416,409,404,427,528,209,404,446,491,520,736,373,516,253,523
2,1,400,490,441,408,361,576,234,381,544,345,294,658,273,495,217,386,398,580,230,519,320,413
2,0,444,350,549,407,528,460,476,226,483,416,444,415,537,391,320,471,585,621,317,380,561,391
3,0,400,261,341,241,494,218,332,117,431,354,468,302,313,92,400,400,568,418,324,413,440,62
3,1,398,450,431,468,393,618,337,557,319,518,404,492,299,435,483,352,329,504,410,581,393,465
2,0,368,350,330,379,352,373,356,444,333,342,458,416,199,355,227,307,446,138,388,184,379,181
3,0,400,305,458,362,468,239,435,277,431,444,304,281,547,464,465,334,591,259,504,222,512,236
2,0,355,350,258,404,338,322,246,425,286,145,301,438,273,252,244,314,283,457,418,450,153,353
3,0,400,297,561,467,543,147,520,308,568,201,576,223,475,436,373,313,241,260,232,65,198,293
2,0,369,350,231,277,430,128,466,371,302,176,291,194,198,379,444,387,427,428,252,449,305,205
3,1,397,450,586,468,201,371,517,555,382,315,410,330,394,568,428,423,316,452,445,483,215,364
2,1,400,542,217,624,353,697,518,452,405,683,306,504,319,419,491,483,568,414,385,475,441,730
2,1,400,459,413,636,305,593,373,366,264,694,429,421,539,590,333,384,455,412,455,523,405,478
3,1,379,450,426,495,453,361,633,532,310,450,202,361,309,300,327,394,376,349,338,505,344,441
2,1,400,523,372,403,445,559,307,482,621,477,433,462,242,531,502,502,419,453,426,547,457,410
2,1,400,507,333,524,507,502,538,382,335,460,440,540,333,524,440,250,440,631,435,561,457,649
2,1,400,512,393,320,429,475,540,468,298,628,353,561,240,499,539,536,480,602,316,466,257,543
2,1,400,514,351,552,516,699,479,317,442,533,330,526,430,555,338,467,354,623,429,543,371,427
3,0,400,346,327,294,346,384,477,450,439,339,191,331,382,276,335,344,284,411,438,360,386,349
2,0,449,350,439,251,421,350,562,439,299,456,352,310,171,458,543,312,482,306,535,118,439,641
3,1,411,450,315,439,503,383,515,609,340,413,446,379,302,332,525,478,320,509,454,468,446,367
2,0,429,350,263,222,466,378,440,296,433,312,318,526,208,461,590,476,368,424,440,482,545,418
2,1,400,525,578,630,347,571,337,455,281,475,291,441,332,633,487,556,263,701,359,568,523,528
3,0,400,339,434,331,302,544,407,306,556,276,316,308,420,505,412,434,387,228,292,339,340,328
2,0,384,350,444,472,472,356,318,565,428,219,387,163,294,332,289,356,357,393,453,298,411,325
2,1,400,498,366,678,240,459,312,562,541,512,397,518,368,485,456,441,306,509,378,135,225,547
3,0,400,283,368,301,469,246,299,185,527,378,547,241,390,312,480,143,454,154,486,175,527,258
2,1,400,511,363,593,411,538,396,406,513,537,581,659,723,512,444,623,457,463,410,556,524,495
3,0,400,303,449,278,463,215,449,233,549,311,414,364,381,159,370,273,341,411,356,267,501,447
2,1,400,548,322,602,267,474,262,542,386,640,500,515,467,575,521,649,377,449,272,591,450,594
2,0,363,350,85,391,475,379,402,337,411,449,448,301,274,297,493,230,272,359,429,505,393,385
3,1,381,450,320,395,435,390,425,450,541,328,324,527,406,350,438,400,323,459,574,354,467,532
2,1,400,486,594,609,287,378,279,431,236,466,301,506,406,444,380,431,379,482,384,382,379,553
2,1,400,524,316,530,593,475,438,284,459,557,333,520,314,438,382,650,500,596,422,527,412,454
3,0,400,333,350,387,418,247,457,452,327,325,307,306,229,222,294,314,490,311,189,194,297,392
3,1,400,450,259,375,360,431,357,394,514,266,476,338,382,495,441,419,536,441,339,593,405,371
