Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,1,400,519,362,554,466,517,456,441,145,512,345,555,331,507,265,407,367,545,300,604,399,528
2,1,400,458,341,423,342,475,590,519,330,224,393,319,346,568,505,519,322,425,460,473,381,339
2,0,393,350,340,459,341,157,602,390,365,295,359,475,510,579,484,302,293,294,321,315,338,361
2,1,400,542,568,501,382,400,448,521,411,631,331,736,325,499,462,549,272,468,318,465,474,545
2,0,434,350,263,351,558,524,492,551,479,367,473,371,327,503,295,287,477,356,522,176,493,461
3,1,361,450,665,422,392,326,461,587,336,384,420,353,340,474,318,452,471,512,140,700,390,495
3,1,350,450,522,293,465,397,234,519,317,391,359,382,405,524,485,292,305,541,540,477,372,474
3,0,400,272,337,393,298,304,369,249,431,265,256,252,399,281,354,341,523,281,498,337,374,343
2,1,400,462,518,506,330,465,315,430,363,414,196,366,493,414,385,323,351,263,513,357,496,395
2,0,422,350,306,309,422,415,391,359,349,326,297,525,300,274,398,396,333,378,143,419,496,516
3,0,400,254,372,432,551,212,431,262,530,102,367,112,428,127,209,409,413,210,242,195,334,201
2,1,400,450,620,523,550,301,530,503,348,398,533,279,349,366,256,522,344,574,345,551,398,469
3,0,400,257,426,270,349,187,276,359,318,209,431,156,488,193,466,445,504,163,470,260,384,280
3,0,400,343,326,467,534,173,392,231,313,468,242,304,331,487,284,475,389,220,291,325,380,642
2,0,422,350,355,304,549,244,200,327,511,345,496,291,201,243,418,409,283,323,439,424,353,249
2,1,400,525,508,366,403,628,303,566,434,551,531,337,478,464,535,547,271,425,396,469,413,571
3,0,400,256,177,161,465,168,544,501,331,224,388,230,214,337,523,327,388,288,303,323,280,127
2,1,400,474,520,426,370,496,376,611,402,387,190,355,472,508,440,286,469,391,270,617,452,570
3,1,381,450,369,481,405,336,591,476,598,514,342,412,423,209,333,257,333,448,325,297,288,432
3,0,400,265,295,169,266,227,246,177,516,251,348,411,575,395,460,79,606,307,549,317,368,181
3,1,403,450,407,438,442,461,422,349,371,354,404,583,573,372,371,411,498,482,352,462,464,411
3,1,384,450,346,605,468,590,549,478,396,519,235,462,435,479,247,477,494,451,496,556,343,520
3,0,400,304,273,281,477,246,535,379,435,322,273,346,316,511,366,386,323,408,376,219,477,343
3,0,400,344,512,264,345,338,483,127,408,524,515,280,321,321,393,384,361,330,307,451,308,370
2,1,400,451,609,359,575,474,396,365,327,309,466,573,286,260,150,523,305,493,435,428,259,437
2,0,411,350,330,308,448,445,437,198,536,396,422,514,357,502,379,246,551,379,326,502,323,342
2,0,370,350,406,434,346,322,203,367,592,280,280,275,172,285,387,434,565,436,375,285,205,384
2,0,386,350,410,340,258,199,376,345,299,296,500,254,407,403,385,207,372,515,471,434,298,455
2,1,400,548,288,548,439,684,449,521,307,510,333,480,325,591,453,662,376,472,641,604,394,574
3,0,400,331,598,215,455,344,354,278,359,362,259,461,441,270,500,207,387,366,460,377,170,184
2,0,433,350,363,276,537,486,517,131,460,285,454,257,414,517,439,337,479,401,365,387,493,210
2,0,379,350,364,445,613,338,413,306,470,436,462,370,447,217,170,508,383,533,479,327,506,486
3,1,410,450,436,666,276,543,475,467,362,541,514,423,425,352,442,551,471,318,320,632,305,391
2,1,400,462,403,406,444,504,417,391,430,533,273,203,283,420,190,453,466,543,534,521,437,339
3,1,409,450,413,465,503,479,521,366,453,454,728,384,420,349,381,481,261,600,515,369,434,429
2,1,400,497,316,543,451,448,482,635,426,342,266,423,542,566,350,537,375,465,350,497,345,487
2,1,400,519,400,617,431,582,273,487,184,405,396,396,505,544,268,619,455,474,173,529,418,536
2,0,408,350,312,184,418,233,430,373,306,396,513,459,367,174,528,323,336,254,371,348,448,356
3,1,401,450,387,406,471,320,443,448,438,426,334,566,271,420,439,365,397,438,461,409,372,201
3,0,400,280,456,375,353,60,447,269,389,261,341,451,431,252,332,351,475,378,373,242,365,286
2,1,400,487,296,351,371,571,362,611,422,511,421,592,340,538,646,413,339,526,260,420,450,427
3,1,445,450,426,498,438,498,338,419,438,535,428,531,343,329,388,413,480,361,504,349,325,509
2,0,438,350,601,407,354,354,407,306,508,353,422,363,292,365,493,109,668,300,438,335,540,196
3,1,394,450,486,498,363,429,434,437,492,222,434,526,258,374,301,227,320,653,479,555,340,564
2,1,400,523,483,417,228,503,336,466,277,598,427,545,525,533,341,341,381,479,501,481,355,442
3,0,400,322,294,280,444,153,481,333,578,398,479,172,481,303,430,347,388,165,458,181,375,230
3,1,415,450,503,393,221,450,493,459,586,460,442,507,564,330,431,205,408,569,640,472,429,589
3,0,400,289,567,472,346,505,388,408,316,254,402,382,497,387,608,349,482,304,378,280,407,233
3,0,400,321,351,357,408,269,462,408,414,212,360,220,402,321,608,326,425,274,297,307,621,294
3,1,414,450,368,458,569,261,407,564,613,427,378,433,330,240,499,589,471,437,454,644,503,626
3,1,435,450,390,657,564,425,445,489,417,397,506,486,466,394,313,470,448,310,448,505,419,651
3,0,400,267,404,218,686,187,314,291,435,299,488,227,388,498,207,288,300,237,301,223,488,416
2,1,400,479,373,442,339,551,298,302,402,586,420,511,434,502,362,657,585,404,438,256,409,603
3,1,417,450,187,463,484,574,444,453,389,435,322,482,408,457,461,400,373,707,401,513,421,449
2,1,400,539,339,472,229,541,392,510,631,654,451,430,647,687,365,612,398,588,318,566,413,587
3,0,400,346,522,346,428,347,254,374,344,334,339,484,482,479,415,491,331,319,338,175,487,411
3,1,412,450,350,478,506,560,398,550,340,325,560,604,377,475,495,497,312,586,418,369,495,349
3,1,373,450,443,540,470,395,425,409,271,413,365,430,431,545,491,262,428,502,252,604,409,516
3,1,399,450,523,380,587,518,458,355,500,423,462,529,335,651,304,597,446,617,346,459,643,280
