Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,1,434,450,411,543,678,300,377,383,386,529,443,516,473,309,422,397,487,487,552,400,502,442
3,0,400,348,327,387,345,416,596,342,256,461,406,483,497,308,370,414,451,426,297,395,416,285
2,1,400,516,291,369,385,457,498,480,519,431,243,500,443,535,391,434,566,506,311,617,304,450
2,1,400,484,364,704,390,576,434,412,391,529,397,457,314,571,293,292,364,460,452,275,574,421
3,0,400,331,290,197,602,332,116,340,490,276,218,465,481,415,264,261,453,205,423,455,385,237
2,1,400,455,523,452,607,562,349,517,339,388,432,534,355,463,554,560,346,601,367,322,411,490
2,1,400,456,562,583,596,458,580,435,393,260,416,310,437,506,481,439,310,392,423,416,484,418
3,1,376,450,574,483,520,548,353,334,308,310,412,361,180,386,373,320,407,400,414,429,274,445
3,1,359,450,416,488,680,537,453,581,122,570,428,363,349,295,432,269,242,435,281,441,384,256
2,1,400,456,350,384,491,258,316,370,375,497,278,588,547,419,256,400,475,418,567,303,459,604
3,1,393,450,358,488,417,428,421,498,315,703,416,361,599,321,301,476,207,606,448,487,437,506
3,1,368,450,326,382,294,465,293,576,370,324,596,368,246,536,185,551,445,350,492,270,323,372
2,0,371,350,141,373,484,378,437,380,138,267,531,281,515,206,343,345,333,408,447,178,327,226
2,0,395,350,375,400,687,247,424,322,244,232,330,471,347,357,503,456,226,440,381,336,316,338
3,0,400,340,163,315,447,492,452,486,441,117,469,316,385,490,306,423,551,361,467,368,129,427
2,0,364,350,346,204,470,461,363,255,455,288,521,194,362,390,391,425,262,354,481,341,296,289
3,0,400,318,422,326,565,331,512,537,562,315,523,272,451,451,460,248,322,218,449,497,299,304
3,0,400,308,400,365,214,357,424,312,387,221,583,332,577,473,291,282,334,148,303,363,497,408
2,1,400,476,304,500,441,551,473,478,327,371,618,422,495,648,470,572,487,543,277,487,424,385
2,0,406,350,501,402,234,409,350,308,431,372,431,359,586,350,405,478,233,517,522,202,387,405
2,1,400,502,476,565,359,674,349,423,384,652,527,466,426,599,289,508,383,358,426,571,508,536
2,1,400,475,277,559,395,439,445,592,346,269,453,430,307,379,246,341,392,436,637,338,441,406
2,1,400,511,340,328,402,541,521,379,395,568,472,555,465,448,387,623,401,562,379,500,487,549
2,1,400,526,299,477,423,578,591,304,377,560,460,603,524,530,303,482,332,465,416,511,217,433
2,1,400,490,351,395,413,397,262,452,530,478,370,468,444,635,126,600,586,564,277,529,261,629
2,1,400,533,409,679,400,617,281,278,268,428,361,453,430,438,462,687,270,534,242,525,391,440
3,1,371,450,356,459,290,490,354,349,282,383,139,434,226,326,406,588,394,234,113,287,375,435
2,1,400,482,654,590,463,304,563,392,486,418,256,421,533,400,327,458,371,553,497,460,374,460
2,1,400,533,437,659,437,546,239,565,459,563,433,500,452,587,477,576,407,513,504,560,325,609
3,0,400,319,394,328,385,247,545,137,315,149,216,432,401,217,446,306,336,304,254,347,427,289
2,1,400,526,431,737,404,515,450,603,266,717,367,390,303,475,449,387,381,559,457,452,452,631
2,0,355,350,115,396,460,386,192,199,406,497,394,508,482,316,377,390,418,264,445,261,302,531
