Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,420,350,412,341,406,526,443,349,425,336,244,236,392,280,603,411,465,299,431,338,293,357
2,1,400,488,493,400,344,595,410,599,325,528,319,414,469,655,397,615,394,351,529,472,415,426
3,1,385,450,430,436,341,480,423,338,380,556,362,228,349,360,401,367,402,492,504,490,284,322
2,1,400,504,325,689,438,586,339,364,451,430,462,496,309,541,518,702,376,286,412,678,384,574
2,0,389,350,277,219,369,515,359,273,338,477,433,439,354,438,506,442,313,192,439,477,299,367
3,0,400,291,328,374,320,241,416,326,367,225,609,202,337,304,363,347,376,443,362,381,558,215
2,0,356,350,279,398,338,420,246,246,433,398,223,287,245,504,483,425,290,555,405,433,413,532
3,0,400,295,354,27,376,383,375,173,403,398,163,458,353,237,478,354,452,287,393,297,501,336
2,0,416,350,567,356,258,253,423,187,413,510,483,321,228,251,385,677,329,325,355,499,393,274
3,0,400,272,325,402,446,195,369,262,298,164,535,70,448,351,328,236,409,238,248,93,394,316
3,1,427,450,469,345,383,331,601,458,347,455,371,525,368,497,235,366,404,518,316,468,356,287
2,0,365,350,359,404,212,419,365,238,376,476,565,347,453,443,481,300,185,309,241,337,133,514
3,1,357,450,293,276,316,465,414,587,455,418,343,506,301,424,320,517,389,680,288,602,456,547
2,1,400,502,233,327,510,575,360,712,546,475,462,504,452,505,407,362,557,568,69,346,299,382
2,0,440,350,590,507,343,418,423,393,505,47,420,508,440,379,555,446,331,340,400,307,500,371
2,1,400,494,257,401,340,499,529,444,423,543,437,611,433,500,352,334,461,422,463,516,361,532
2,1,400,524,410,735,323,412,304,372,343,509,354,724,315,582,285,546,455,381,427,532,484,453
3,1,430,450,409,486,503,445,558,412,584,259,624,542,298,498,162,396,425,578,435,584,301,298
3,0,400,263,391,313,238,259,346,204,320,548,495,254,300,450,489,211,500,242,292,239,479,298
2,1,400,514,509,464,305,632,460,611,635,292,495,478,314,679,387,586,365,551,280,519,362,493
2,0,369,350,377,346,357,221,397,335,363,257,364,407,461,428,312,165,453,204,368,431,331,454
3,0,400,284,484,245,195,317,258,300,471,179,370,499,497,272,419,388,351,530,379,220,346,243
2,0,360,350,309,438,273,459,275,531,453,278,236,430,354,456,254,383,320,276,541,403,333,347
2,0,434,350,342,567,439,206,285,307,354,346,473,418,385,414,468,445,346,528,363,463,303,293
2,1,400,519,381,476,416,438,207,476,410,474,348,363,132,507,373,405,366,627,465,696,374,608
2,1,400,481,436,467,420,517,470,561,468,476,338,592,334,535,321,616,557,515,315,424,570,530
3,0,400,349,336,317,428,135,231,247,445,327,511,416,377,335,486,535,367,247,290,436,299,263
2,1,400,466,323,497,355,546,540,465,346,340,504,320,392,117,213,605,242,392,427,598,491,483
2,1,400,519,406,422,440,522,302,553,362,433,309,711,463,395,286,500,425,559,378,421,417,613
3,0,400,347,394,391,347,423,368,275,456,302,456,577,426,454,278,281,332,210,417,243,419,370
3,0,400,308,546,174,300,424,415,330,189,373,347,419,299,378,191,234,389,452,382,297,469,375
2,1,400,472,388,349,269,553,331,431,444,655,322,408,593,629,301,525,481,465,539,511,538,434
2,0,421,350,366,494,585,343,594,333,452,382,357,420,308,234,453,206,295,552,211,438,518,344
2,1,400,507,452,617,373,617,350,584,283,417,324,527,316,659,408,594,327,438,551,650,464,450
3,0,400,346,265,374,399,415,266,521,377,172,508,382,396,379,272,379,388,359,449,191,416,461
2,1,400,489,320,568,364,573,484,599,400,460,319,521,489,420,426,599,287,547,270,499,384,475
3,0,400,288,246,292,394,243,465,247,480,167,336,348,399,439,411,166,602,216,598,141,485,314
2,0,391,350,413,451,419,278,380,386,484,371,437,324,316,277,162,152,263,238,602,388,255,367
2,1,400,493,517,505,265,522,524,359,260,547,389,414,407,582,194,496,622,419,246,606,278,408
2,0,365,350,272,272,341,258,342,238,368,432,232,393,434,245,452,515,363,389,250,354,259,487
3,1,414,450,423,544,606,539,516,554,438,543,219,594,361,486,351,458,397,427,355,440,292,582
2,0,419,350,406,447,110,513,497,467,310,366,299,289,501,376,318,354,377,279,264,316,508,109
3,1,393,450,422,348,397,401,338,562,336,439,462,331,397,352,260,488,344,341,298,428,390,344
2,0,412,350,438,554,397,366,505,276,406,224,282,121,460,337,606,465,546,365,369,230,505,304
2,0,364,350,399,248,482,378,234,414,435,460,324,326,346,332,339,303,251,408,308,513,414,504
3,1,371,450,367,540,335,423,453,388,374,430,328,387,449,504,534,572,328,513,351,592,335,461
3,0,400,340,490,360,327,398,535,232,306,292,513,379,401,414,247,266,496,440,168,401,473,321
3,0,400,334,283,279,459,176,639,58,535,200,467,365,413,364,372,356,472,366,526,425,355,488
2,1,400,520,386,670,435,617,354,436,465,408,480,491,555,518,299,450,459,480,404,530,630,507
3,1,371,450,475,654,191,388,532,488,192,460,398,515,204,665,196,512,445,394,501,357,402,438
2,0,367,350,434,446,335,282,404,398,521,373,454,520,461,233,291,301,413,386,555,264,325,391
3,1,406,450,462,520,398,375,437,401,515,591,419,280,424,669,513,540,522,296,491,461,408,302
2,1,400,488,379,345,298,594,481,624,383,360,296,492,417,586,247,442,480,498,340,291,370,536
2,1,400,518,234,708,401,401,394,393,460,419,416,442,289,569,435,472,299,233,326,618,594,565
2,1,400,548,418,437,495,469,416,601,491,589,346,571,235,539,313,547,450,579,445,547,377,401
3,0,400,309,300,126,376,283,484,430,395,335,402,355,391,427,280,420,413,191,409,393,432,231
2,1,400,471,404,564,378,620,387,446,401,591,379,423,399,518,365,374,471,493,503,631,573,417
2,1,400,549,406,527,328,626,224,642,380,600,287,411,289,483,335,516,363,552,418,548,282,754
2,1,400,477,556,506,467,425,334,568,486,381,272,468,408,383,482,358,296,424,404,639,542,557
3,0,400,346,407,337,383,429,188,291,187,290,365,428,459,458,288,463,570,234,441,219,516,315
3,0,400,275,202,239,422,209,343,338,258,311,478,58,661,253,372,316,426,344,474,311,327,336
2,0,436,350,688,199,420,343,513,421,252,326,502,503,558,473,277,266,357,480,517,287,275,567
2,0,417,350,400,313,371,398,467,417,428,365,468,207,365,323,528,443,344,354,532,421,405,379
2,1,400,466,417,608,278,387,331,439,530,242,239,489,312,466,453,345,270,764,323,412,526,449
3,1,363,450,269,408,383,650,305,451,488,570,462,658,352,423,348,431,209,612,457,418,315,564
2,0,437,350,464,402,482,237,271,421,457,321,332,414,519,301,460,327,457,406,535,317,411,412
3,1,424,450,283,292,550,462,313,497,318,409,327,317,457,459,281,470,217,427,350,364,347,555
3,0,400,347,354,361,539,389,279,368,352,397,141,316,387,290,572,396,232,445,441,199,331,341
3,0,400,323,436,284,327,217,508,306,410,262,239,225,398,412,506,168,313,327,355,305,492,224
2,0,404,350,297,303,414,248,337,355,407,205,526,463,510,323,413,298,617,263,250,343,350,236
3,0,400,282,487,172,353,179,246,177,519,193,390,272,563,179,271,210,197,345,287,180,402,290
2,0,360,350,355,299,362,254,385,247,393,347,542,259,380,268,399,373,470,283,459,432,283,499
2,1,400,504,347,371,321,416,589,476,497,673,366,458,331,519,495,646,383,451,352,666,360,741
2,0,432,350,616,376,519,306,421,232,480,382,499,374,352,313,472,429,427,362,681,451,365,414
2,0,410,350,416,267,423,475,459,408,277,488,307,388,395,246,440,447,461,467,434,567,426,500
3,1,392,450,483,429,410,395,416,631,388,420,307,377,399,362,511,462,520,507,348,394,330,403
2,1,400,498,458,575,475,517,234,436,411,432,516,448,386,477,297,547,275,682,454,576,206,533
2,0,379,350,442,444,473,378,408,204,362,377,338,414,423,219,318,358,213,470,333,192,254,321
3,0,400,317,275,455,342,322,521,359,497,415,381,366,239,485,379,308,246,225,343,371,431,404
3,0,400,265,405,189,512,257,389,399,335,362,395,395,432,333,292,301,393,213,391,452,242,288
3,0,400,250,397,189,268,477,415,366,389,252,375,244,343,496,230,295,489,293,437,128,514,227
2,0,445,350,551,339,393,393,385,463,300,324,426,371,709,269,583,473,447,446,516,373,392,409
3,1,450,450,446,598,365,472,493,274,499,688,578,372,570,286,333,382,563,471,314,517,423,445
3,1,384,450,322,299,288,512,402,515,491,404,341,434,336,396,389,522,349,508,425,381,333,304
2,0,449,350,595,369,518,438,507,453,494,352,430,379,573,224,250,336,445,141,504,422,455,400
3,0,400,325,475,374,490,170,341,310,385,277,481,190,350,425,402,211,428,312,405,146,403,496
3,0,400,341,313,381,491,260,595,256,508,296,445,380,251,505,528,331,515,202,489,282,386,284
3,1,402,450,369,554,430,528,492,379,248,369,536,415,413,476,284,525,345,436,490,438,431,376
2,1,400,496,374,652,405,463,348,444,340,469,387,548,370,444,317,483,382,620,397,549,168,518
2,1,400,462,247,633,530,510,273,532,553,466,504,389,234,374,422,547,562,397,398,355,287,528
3,0,400,290,253,229,517,222,414,120,347,180,378,307,403,276,300,374,529,556,436,197,445,170
3,0,400,287,381,259,476,327,384,307,427,246,323,358,568,359,413,432,462,227,412,312,585,332
2,0,448,350,534,529,378,255,505,486,425,495,360,492,482,278,400,530,373,212,430,318,564,272
3,1,356,450,391,281,387,580,411,411,672,357,272,524,319,411,273,589,564,475,305,476,406,556
3,1,402,450,330,439,352,502,248,485,393,598,435,314,301,521,477,336,263,388,449,563,369,596
3,0,400,314,405,180,457,173,413,344,371,544,405,319,560,301,386,369,377,189,336,250,432,349
3,1,404,450,277,312,527,455,501,500,452,475,388,531,291,367,446,438,435,459,396,458,340,638
3,0,400,319,493,377,424,357,523,314,366,372,502,397,318,239,453,301,484,335,342,382,228,260
2,0,371,350,352,483,308,265,462,233,368,194,133,349,375,43,529,398,529,441,222,228,392,248
3,1,389,450,372,477,265,632,448,550,388,602,323,519,238,431,518,415,443,369,330,427,289,386
3,1,384,450,320,552,376,381,230,427,524,463,523,535,194,442,420,514,343,416,562,436,349,382
3,1,391,450,419,454,605,362,280,623,312,475,479,358,298,423,274,379,448,370,235,363,270,396
3,0,400,289,422,310,503,305,437,409,367,240,455,127,398,396,541,277,381,56,619,271,536,355
3,1,404,450,468,484,534,413,374,469,308,231,536,324,314,497,542,359,492,437,381,480,332,453
3,1,442,450,540,571,397,229,415,496,592,508,410,554,333,582,388,388,454,428,425,405,277,347
2,1,400,457,456,427,298,537,196,385,476,218,366,594,299,431,397,353,427,432,343,422,342,344
2,0,445,350,338,478,531,265,570,296,402,279,474,351,371,321,415,322,404,263,343,427,481,255
3,1,400,450,462,479,422,456,472,649,302,493,476,581,494,328,314,535,395,336,567,563,435,240
3,1,449,450,464,554,492,706,436,271,564,538,287,581,479,635,218,358,592,623,557,523,436,197
3,0,400,297,300,341,370,437,35,311,240,133,401,339,416,244,345,131,453,341,332,220,358,386
2,1,400,483,369,482,316,530,311,346,502,416,541,512,454,522,405,389,380,425,378,446,457,360
2,1,400,500,349,440,371,414,318,269,514,431,372,393,459,497,522,476,323,519,327,455,555,519
3,1,398,450,409,389,455,504,539,496,360,514,345,426,443,431,432,600,455,438,581,362,313,456
2,1,400,533,447,578,479,527,478,552,413,350,401,559,383,555,526,483,607,529,327,595,480,495
3,1,391,450,302,500,526,402,415,418,371,478,178,457,523,660,322,331,395,326,446,493,549,558
2,1,400,533,451,454,323,578,322,399,495,368,302,512,275,577,514,628,450,629,428,519,427,613
2,1,400,516,414,629,446,592,593,616,198,573,218,651,446,566,443,667,528,512,463,475,465,453
