Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,0,400,297,464,166,344,452,346,217,600,199,247,249,356,270,341,244,464,249,494,326,462,200
3,1,422,450,312,385,418,510,496,570,422,548,392,324,527,320,457,506,536,440,360,478,487,505
3,0,400,321,645,363,398,164,409,374,381,316,489,250,295,287,143,248,428,381,601,389,510,81
3,1,357,450,295,453,428,322,482,373,218,542,384,406,489,536,438,487,446,458,246,393,287,258
2,1,400,504,427,660,448,555,305,423,612,685,549,596,394,614,545,467,343,603,556,563,450,384
3,1,409,450,420,589,520,457,209,377,297,269,344,468,476,468,318,302,547,598,395,503,540,420
3,0,400,283,323,371,347,388,477,242,406,310,535,406,518,342,315,184,337,203,551,350,271,360
3,1,416,450,341,341,574,580,406,582,370,393,536,358,285,567,262,348,307,412,447,543,446,360
3,0,400,336,292,299,298,319,333,248,376,262,505,295,369,246,195,315,333,400,395,366,447,473
2,1,400,456,260,634,360,367,414,663,448,481,342,509,491,530,480,504,525,518,493,429,335,535
3,0,400,347,396,395,417,534,339,411,326,356,304,245,375,421,521,367,444,436,575,381,386,331
3,0,400,274,273,410,322,371,292,190,348,368,236,325,523,204,264,302,349,336,272,313,479,241
3,1,400,450,307,470,317,468,430,473,546,500,447,421,505,488,277,287,504,579,563,493,501,499
2,1,400,531,629,634,276,615,463,448,416,662,422,578,487,420,579,514,444,511,413,406,474,575
2,1,400,539,398,586,299,684,498,405,525,592,376,553,348,327,338,472,355,604,348,431,309,597
3,1,427,450,363,408,566,487,625,388,563,520,294,398,372,416,313,595,339,302,259,448,499,497
2,0,377,350,299,336,385,376,60,359,430,219,488,268,318,244,509,535,303,441,423,106,157,213
3,1,368,450,469,142,365,305,241,298,446,491,399,372,236,321,284,260,406,390,219,421,416,375
2,1,400,483,196,561,433,349,268,507,560,282,251,583,403,360,253,551,309,536,273,480,439,347
3,0,400,309,411,352,469,217,336,254,289,436,227,297,321,417,178,306,434,349,389,460,455,450
2,0,442,350,455,236,408,373,371,528,398,415,334,481,395,331,430,460,375,459,358,387,481,394
3,1,378,450,340,659,335,329,395,298,332,279,375,549,326,460,307,426,287,344,435,474,341,500
2,1,400,458,425,223,352,618,559,599,383,405,555,575,472,343,465,428,307,425,435,472,460,593
3,0,400,348,507,417,606,422,361,364,261,333,316,243,357,358,395,343,351,359,428,348,480,294
3,1,440,450,341,503,406,429,404,460,293,268,565,364,519,407,592,548,385,502,447,516,291,246
2,1,400,500,467,609,381,495,340,603,209,453,280,533,510,516,262,480,260,572,438,420,246,430
2,1,400,451,533,486,339,688,203,475,362,378,362,486,398,548,474,352,374,337,209,442,441,433
2,0,428,350,406,456,501,663,438,387,426,455,429,237,421,352,413,441,486,431,197,190,345,268
2,1,400,493,260,606,431,427,403,561,413,372,287,508,546,513,466,517,295,358,268,312,332,474
2,0,372,350,390,328,407,272,319,435,164,480,385,399,268,281,321,145,182,377,417,313,403,304
2,0,406,350,316,440,454,156,491,466,529,433,419,173,396,359,401,159,322,381,386,286,354,342
3,0,400,344,426,111,358,301,284,172,416,432,360,441,444,396,312,466,691,249,347,371,242,245
2,1,400,515,286,420,378,337,565,685,379,426,334,527,313,391,342,438,381,598,398,550,513,534
2,1,400,454,394,402,228,605,436,551,422,376,374,356,369,347,451,371,270,503,348,459,398,418
3,1,367,450,242,334,325,594,335,368,319,424,417,477,372,344,172,442,396,345,427,514,396,326
3,0,400,343,513,122,450,348,374,437,407,192,296,261,363,421,276,272,477,324,369,368,279,363
2,0,365,350,454,183,385,207,488,307,433,426,403,373,413,368,352,337,466,255,373,462,414,391
2,1,400,506,311,409,543,674,412,484,314,540,582,411,419,510,480,506,321,365,632,277,253,569
2,0,414,350,585,278,464,413,299,290,463,335,417,371,572,486,360,414,505,361,607,153,342,419
3,1,414,450,633,605,352,703,251,548,557,474,342,644,432,605,263,454,496,421,426,421,390,734
3,0,400,257,461,167,370,249,378,242,201,216,384,144,371,279,379,276,230,383,446,207,522,225
2,1,400,510,471,654,509,542,386,470,326,646,409,348,268,570,480,536,385,404,517,454,417,447
