Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,1,400,474,412,535,450,582,440,345,240,422,427,536,621,497,493,403,575,493,437,643,511,538
3,1,416,450,280,537,498,414,550,459,538,427,467,351,450,412,457,388,203,394,314,446,419,333
2,0,420,350,368,397,570,354,240,257,568,342,384,402,286,365,428,348,308,155,639,614,346,88
2,0,445,350,458,292,428,105,406,392,366,368,404,433,507,276,280,307,421,601,444,360,339,286
2,0,374,350,409,340,441,351,466,514,362,276,470,324,430,290,416,558,333,319,313,290,291,451
3,0,400,299,476,390,450,637,447,289,406,348,455,417,393,285,467,327,484,372,411,496,386,277
3,1,429,450,506,358,403,349,320,396,476,390,285,565,435,508,289,464,537,477,407,608,562,597
3,0,400,266,568,269,372,188,407,168,632,226,684,116,439,370,407,339,416,238,400,276,499,150
3,1,389,450,484,431,166,411,193,532,243,281,376,400,467,487,431,289,354,402,409,420,466,415
2,0,368,350,413,451,356,365,295,266,226,443,437,337,197,286,268,261,466,371,263,312,324,323
2,1,400,495,310,448,324,674,442,552,347,598,419,478,491,237,710,405,185,570,398,493,436,492
3,1,427,450,496,407,346,379,518,395,382,332,350,539,323,546,449,518,624,463,540,403,415,473
2,1,400,478,366,447,322,494,442,588,441,410,451,401,417,475,232,462,375,371,406,362,438,586
3,1,364,450,367,620,336,626,305,289,255,576,569,436,237,429,300,457,317,475,305,322,344,493
2,0,367,350,282,231,489,336,318,380,343,264,283,436,402,309,252,218,431,357,418,427,397,355
3,0,400,265,537,471,565,281,339,377,281,361,418,169,310,359,327,303,405,342,284,341,451,171
3,0,400,299,569,504,277,253,364,369,346,354,377,254,294,285,485,489,566,212,471,97,316,369
3,0,400,266,280,285,351,175,566,287,570,399,412,291,375,351,375,57,221,108,310,434,373,185
3,1,387,450,320,369,365,532,544,550,519,433,424,479,268,317,394,405,326,457,251,504,268,467
3,0,400,271,465,220,447,205,511,378,347,240,336,315,466,304,287,212,416,206,344,293,441,314
2,0,419,350,384,225,278,311,455,326,399,394,286,413,360,406,477,372,245,162,483,333,578,283
3,0,400,304,565,319,486,436,624,253,515,283,417,244,439,177,362,369,296,331,361,271,511,178
3,1,387,450,441,388,422,378,360,574,358,413,219,644,335,446,332,380,473,510,420,376,462,662
3,1,425,450,440,297,533,402,331,446,511,535,478,664,444,451,406,314,606,330,491,398,353,417
2,1,400,537,428,580,367,504,497,393,669,537,402,640,164,591,435,454,737,567,515,502,471,673
2,1,400,535,303,565,238,589,473,421,327,534,317,631,418,458,404,566,322,591,279,484,492,531
2,0,441,350,569,396,446,315,606,384,437,560,491,489,639,284,413,451,427,479,459,362,134,229
3,0,400,336,321,409,446,297,253,347,215,481,443,257,284,274,300,461,320,351,583,376,275,286
3,0,400,311,419,460,289,269,414,331,331,245,440,333,338,174,508,269,293,284,396,231,240,101
3,1,440,450,503,481,529,501,503,450,448,593,363,382,319,474,455,459,477,715,342,413,328,671
2,1,400,497,414,328,415,589,394,531,164,539,396,401,290,537,385,503,554,521,338,461,613,338
3,0,400,279,295,309,487,117,426,152,435,365,531,311,376,324,437,104,492,360,339,219,328,308
3,1,431,450,350,308,334,585,394,397,623,573,364,550,468,387,494,493,649,379,628,486,349,586
2,0,450,350,544,322,554,447,593,285,395,570,471,406,454,380,472,452,320,265,516,288,543,111
2,0,373,350,486,289,262,451,490,362,368,441,425,280,241,360,331,204,335,329,361,384,169,343
3,1,445,450,562,311,296,415,268,438,461,448,361,438,401,372,540,308,473,405,402,534,381,524
2,1,400,482,470,658,304,507,214,520,369,466,302,462,470,510,247,513,403,296,426,688,435,627
3,0,400,302,429,216,446,364,238,134,218,202,363,377,240,324,232,440,401,496,554,314,429,256
3,0,400,261,463,271,439,186,463,315,367,288,355,239,281,375,375,265,402,192,535,114,393,392
2,1,400,461,484,482,387,595,403,633,386,387,178,287,450,447,344,503,222,495,597,489,516,270
3,1,443,450,245,491,217,496,407,520,562,508,622,413,526,547,551,491,537,609,389,603,601,639
