Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,1,400,545,366,526,549,677,518,515,360,542,355,660,463,643,308,654,466,516,185,361,342,546
3,0,400,339,359,236,424,205,520,258,373,375,626,256,303,342,419,419,481,393,322,242,310,313
2,1,400,467,346,403,388,726,402,470,382,198,534,430,407,541,203,587,353,583,317,570,425,318
2,1,400,545,353,478,540,539,256,462,521,725,515,655,380,430,508,709,359,589,522,450,492,472
2,0,383,350,330,373,439,456,356,305,358,334,338,337,446,365,523,423,284,419,513,363,296,249
3,0,400,321,263,455,360,295,541,330,580,325,301,271,234,465,334,351,332,355,551,311,438,367
2,1,400,546,351,458,411,696,548,586,515,496,472,389,311,544,348,512,382,470,357,504,566,586
3,1,364,450,318,311,340,284,395,336,350,423,419,235,434,566,104,360,60,522,408,647,429,526
3,0,400,337,548,272,340,528,450,477,443,570,457,124,377,341,384,235,440,412,321,368,433,270
2,1,400,486,408,480,351,452,423,583,358,491,420,399,470,506,442,544,498,495,246,443,427,496
2,0,426,350,350,464,534,364,414,326,564,427,614,358,486,445,416,204,575,395,351,459,465,269
3,1,389,450,413,392,346,353,513,629,482,403,473,449,313,478,294,625,339,301,268,514,221,418
2,1,400,543,535,498,222,549,436,550,466,781,294,575,604,603,395,499,376,513,444,436,451,583
3,1,376,450,265,435,472,409,136,433,540,345,403,419,319,476,457,397,344,526,539,305,292,614
2,1,400,477,378,389,391,544,193,578,258,459,272,429,414,397,404,353,365,305,432,520,413,542
2,0,394,350,438,151,391,447,357,341,363,136,255,462,509,321,250,434,382,329,523,553,219,390
2,0,415,350,393,333,551,514,300,340,313,368,392,204,426,415,395,496,530,231,426,349,307,332
3,0,400,349,497,360,482,211,408,323,444,413,325,436,422,336,462,407,330,270,372,371,249,192
2,1,400,491,247,416,476,318,461,427,159,583,600,595,347,490,524,651,276,457,445,598,380,513
3,0,400,308,394,319,331,248,454,331,461,104,382,198,337,206,408,229,413,191,345,193,500,406
2,0,394,350,219,407,359,423,353,227,369,434,271,546,495,349,302,389,384,303,252,506,131,233
3,1,415,450,449,354,378,522,582,505,254,428,544,345,525,441,412,307,227,385,530,331,427,296
2,0,387,350,305,408,382,447,212,427,352,299,254,472,259,296,535,277,361,454,355,378,263,319
3,1,367,450,322,347,389,469,377,531,372,268,318,447,424,373,285,485,428,470,274,443,224,486
3,0,400,265,441,191,392,169,603,311,466,227,469,221,344,327,343,282,388,128,349,325,549,264
2,1,400,504,519,675,483,478,521,570,459,555,304,472,565,468,346,509,411,434,268,534,408,676
2,1,400,487,281,545,361,334,395,391,601,512,338,514,359,539,366,378,433,536,252,528,455,368
3,0,400,302,534,433,350,167,222,327,314,287,502,277,443,333,339,182,280,106,368,318,347,372
2,1,400,516,385,451,398,483,244,653,337,299,360,409,576,456,399,470,376,585,447,560,258,328
2,1,400,484,251,287,284,469,296,542,329,429,534,385,396,471,500,402,360,454,567,586,670,508
2,0,428,350,427,282,539,413,488,433,440,318,499,287,395,297,466,382,558,557,350,428,371,452
3,1,435,450,458,558,429,77,464,396,378,481,519,470,413,515,303,434,466,319,477,371,470,443
2,0,425,350,391,346,353,348,458,461,680,293,502,409,170,296,342,278,597,419,443,452,357,413
2,0,432,350,340,415,409,124,505,226,573,388,667,402,382,234,240,225,442,358,472,343,277,325
3,1,434,450,544,302,544,439,343,313,381,402,539,535,392,531,453,417,562,329,474,312,222,545
3,1,401,450,503,437,417,517,320,281,410,422,330,523,331,635,575,488,471,369,395,522,550,409
3,0,400,270,338,285,392,211,289,54,382,193,544,229,196,353,438,355,232,270,532,403,452,116
2,1,400,471,112,295,642,437,345,335,396,386,442,389,444,630,271,400,359,497,438,483,394,558
2,1,400,549,359,419,392,480,600,472,453,399,459,492,411,465,280,482,279,577,307,474,427,524
3,1,391,450,502,410,402,411,449,562,508,589,528,488,431,429,336,438,497,512,482,596,365,452
2,1,400,495,312,608,463,466,658,516,420,362,324,540,484,504,309,517,477,431,409,428,403,752
3,0,400,264,372,209,384,337,339,385,409,216,481,163,304,242,456,258,402,232,449,331,383,415
3,1,391,450,680,463,318,312,363,386,391,548,430,277,311,226,442,589,265,328,299,399,606,538
2,0,448,350,534,326,611,261,396,396,319,255,624,211,484,340,525,324,496,25,490,530,491,159
3,0,400,335,321,340,445,348,337,270,379,205,258,367,507,395,390,373,306,411,360,429,418,527
2,0,377,350,343,266,337,318,351,288,490,145,393,482,218,414,470,330,365,414,314,379,392,415
2,0,391,350,575,228,496,241,347,279,357,370,395,319,254,472,494,494,383,410,341,223,342,298
3,1,425,450,445,304,426,378,513,439,387,559,446,401,370,490,611,419,552,591,445,659,513,496
2,0,431,350,486,332,325,134,339,382,397,437,507,325,502,527,499,260,458,428,469,199,546,335
3,1,360,450,311,306,431,465,270,479,540,430,385,437,319,483,475,363,381,617,533,349,205,444
2,1,400,548,455,492,391,598,423,601,437,566,289,391,341,526,394,643,300,581,491,607,398,541
2,0,427,350,212,256,298,408,404,474,444,294,393,423,318,375,387,317,374,495,440,484,331,396
2,0,436,350,356,278,341,284,360,449,396,268,477,412,579,609,736,200,283,171,428,425,547,552
3,0,400,349,499,332,409,488,327,347,393,359,469,396,385,412,439,388,295,338,483,327,374,418
3,1,386,450,383,335,309,635,237,731,511,209,381,444,317,347,400,373,350,506,463,498,303,609
2,1,400,524,246,503,363,400,388,602,269,555,501,643,468,572,416,687,262,394,328,621,415,515
3,0,400,258,514,222,608,427,568,381,313,341,449,341,337,107,330,265,395,166,373,179,169,335
3,0,400,334,514,251,246,289,598,462,395,493,362,401,474,302,614,171,544,397,463,446,306,425
3,0,400,305,419,293,500,250,413,260,524,396,420,273,422,421,380,380,495,353,247,360,410,328
3,1,445,450,504,396,333,470,401,462,323,440,471,311,272,498,494,200,568,467,420,384,655,625
2,0,431,350,419,307,391,488,504,359,381,339,426,373,603,311,614,392,455,192,352,482,232,459
2,1,400,462,438,574,490,566,452,531,304,365,347,499,304,462,571,351,319,239,461,773,498,532
3,1,431,450,461,334,437,482,396,465,383,475,325,464,519,562,566,772,486,575,368,543,406,399
2,0,369,350,283,383,337,248,360,187,329,202,210,365,409,506,352,343,395,430,583,460,441,362
2,1,400,525,346,485,467,540,579,617,483,461,222,573,401,559,325,674,312,581,369,659,279,409
2,1,400,522,384,391,452,476,466,494,328,445,252,531,222,373,372,614,497,437,513,570,436,484
2,1,400,508,374,591,372,649,284,524,595,485,328,715,548,618,376,603,447,379,514,669,470,464
2,1,400,461,454,664,421,364,545,343,518,440,269,494,375,243,240,433,353,482,364,454,487,524
3,0,400,326,212,316,237,248,478,271,390,301,434,100,358,322,420,423,407,149,320,367,322,368
2,0,393,350,475,218,558,434,443,370,613,391,203,405,606,295,437,414,353,121,352,272,409,248
2,1,400,487,332,465,315,628,535,559,248,354,395,350,276,779,348,598,567,605,434,660,477,393
2,1,400,549,284,627,433,347,246,420,313,645,485,433,453,547,554,499,446,733,407,478,612,406
2,1,400,521,532,434,313,513,355,536,353,517,320,467,491,513,276,511,375,427,358,360,350,538
2,0,383,350,365,421,323,453,493,79,305,339,489,269,246,208,317,393,317,332,369,207,441,400
3,0,400,337,354,354,433,272,609,158,564,271,507,372,365,398,550,357,379,245,523,218,298,226
2,0,361,350,247,393,341,180,225,437,349,359,257,214,246,401,306,295,258,251,414,180,469,355
2,0,427,350,492,275,453,333,485,293,434,520,537,427,397,237,520,396,504,336,333,300,418,300
2,0,409,350,438,296,235,348,609,219,449,305,459,343,504,451,476,286,432,390,210,395,231,416
2,1,400,499,443,534,425,454,271,486,520,408,310,541,305,387,449,517,370,351,481,513,533,582
2,1,400,477,629,430,279,450,218,497,468,306,614,575,393,430,623,367,362,766,405,279,395,391
2,1,400,547,454,610,381,606,534,566,454,518,398,500,507,447,484,546,528,664,411,551,253,561
3,0,400,318,193,196,392,336,494,157,397,356,205,521,329,299,432,383,286,195,376,363,271,250
2,0,354,350,345,377,436,434,527,586,206,283,422,387,339,458,369,338,314,487,258,398,428,298
2,1,400,517,359,702,364,472,450,574,438,572,579,597,581,458,222,540,276,587,408,541,487,403
2,0,421,350,395,394,446,452,298,284,411,195,456,343,247,342,438,229,275,523,422,462,561,186
3,1,414,450,524,396,514,378,331,557,451,461,602,400,342,458,436,470,177,407,318,500,440,517
2,1,400,484,487,585,522,528,486,583,284,315,579,510,294,537,197,412,509,438,554,494,483,504
2,0,388,350,307,498,346,257,389,267,353,206,365,335,346,290,493,704,211,208,470,421,377,429
3,0,400,275,494,419,315,99,387,234,265,117,592,357,434,328,562,294,348,242,505,394,464,188
2,0,416,350,274,369,461,303,452,385,319,369,290,124,448,115,530,147,493,280,453,414,488,160
2,1,400,458,365,580,421,334,301,419,480,536,222,453,419,398,525,549,501,355,177,513,370,566
3,0,400,320,370,292,580,247,354,325,473,193,422,361,381,69,491,406,547,300,189,480,392,293
2,0,357,350,344,370,262,125,257,178,385,476,327,496,498,350,337,304,164,292,448,255,371,330
3,0,400,296,266,298,479,262,455,330,418,285,368,273,436,391,204,257,381,453,495,302,423,312
2,1,400,457,359,382,547,404,264,477,563,450,236,434,396,313,269,505,377,484,341,394,504,566
3,0,400,271,413,333,367,330,474,323,339,473,394,134,346,113,313,246,416,235,457,256,447,180
2,1,400,493,397,482,350,707,526,380,369,269,363,429,291,407,181,453,448,472,574,485,558,498
2,0,420,350,290,317,432,207,358,350,493,487,417,322,423,375,342,419,409,502,485,438,328,456
2,1,400,452,332,510,431,528,482,331,309,361,492,604,482,492,554,547,351,536,401,439,454,457
3,1,426,450,468,291,305,551,486,398,326,499,457,611,465,500,471,434,568,452,379,427,448,361
3,1,434,450,408,463,363,244,369,247,378,522,375,270,272,424,430,606,524,347,536,446,395,487
3,0,400,291,541,243,429,296,516,290,405,172,395,219,288,440,478,520,466,479,320,318,331,376
3,1,406,450,655,494,603,433,354,475,561,419,291,372,378,323,484,434,350,395,411,392,212,521
3,0,400,253,288,296,665,233,377,207,274,228,476,269,408,238,449,498,583,242,418,151,352,344
2,1,400,455,377,448,485,602,412,569,378,453,585,411,344,604,498,378,508,522,281,577,344,419
3,0,400,261,304,409,352,252,179,383,579,140,435,356,348,123,529,313,293,132,694,314,522,185
3,0,400,276,377,129,277,117,489,245,487,460,279,274,308,210,323,242,366,262,212,263,395,189
2,0,351,350,227,249,444,321,282,422,154,159,597,387,274,542,335,357,232,528,243,279,285,247
3,0,400,275,561,180,465,133,452,215,430,97,533,369,368,328,241,286,334,165,486,377,296,297
3,1,416,450,444,417,336,433,438,406,453,472,117,289,439,601,323,337,481,369,476,253,424,477
2,0,410,350,367,417,408,442,531,347,488,314,426,445,443,406,382,254,505,542,422,527,262,416
3,1,440,450,278,408,351,449,474,633,397,446,339,447,591,503,363,536,416,345,506,319,452,297
3,1,360,450,462,342,247,370,302,226,539,345,414,174,375,431,473,459,291,307,319,376,462,555
2,0,386,350,453,261,489,458,367,453,448,424,585,414,335,197,398,399,145,255,397,285,328,436
3,0,400,338,280,322,359,467,380,458,368,343,267,444,251,563,508,316,385,379,272,507,478,308
3,1,391,450,318,307,390,640,314,458,370,305,380,231,443,429,358,438,519,368,415,215,362,442
3,1,397,450,330,418,375,401,409,331,321,586,318,557,415,450,200,356,355,566,495,379,346,323
2,0,364,350,551,167,430,119,525,369,457,303,489,456,428,552,490,430,258,472,403,443,340,327
2,1,400,530,399,481,329,510,334,455,283,468,271,539,409,586,385,355,387,493,407,748,543,467
2,1,400,489,439,415,376,406,587,554,384,375,448,338,388,444,358,582,431,329,349,444,367,368
3,0,400,266,433,273,540,303,497,279,293,415,202,304,570,374,447,296,385,418,463,209,475,237
2,0,394,350,233,295,667,417,522,370,299,368,444,326,323,609,480,447,384,304,247,298,301,571
3,0,400,317,538,387,434,350,504,274,291,283,359,304,275,378,468,464,411,343,269,174,284,309
2,0,425,350,441,234,379,372,476,386,536,307,364,435,368,348,460,418,426,381,275,202,259,371
3,0,400,297,393,252,340,214,253,420,375,274,514,402,439,431,362,200,487,252,505,367,485,303
3,0,400,338,476,380,394,248,514,311,534,371,275,274,430,281,373,427,468,353,234,276,582,393
2,0,361,350,310,229,450,451,416,297,292,397,404,406,401,278,508,237,452,439,201,323,72,216
2,0,410,350,445,330,341,427,426,339,480,260,417,351,297,452,414,425,489,391,514,458,440,321
2,0,417,350,612,277,405,363,453,555,400,280,447,258,521,315,415,158,425,434,417,432,547,283
2,0,401,350,390,369,575,395,423,430,561,454,500,440,367,336,451,419,513,404,376,374,397,258
2,1,400,469,447,490,347,526,216,420,251,604,437,320,415,570,559,515,372,558,321,437,375,478
3,1,433,450,334,430,409,194,293,449,320,338,306,591,467,402,470,325,325,396,333,610,421,547
2,0,354,350,328,470,308,459,456,458,128,450,286,319,316,412,501,360,475,262,416,384,380,471
2,1,400,466,653,577,468,403,235,626,292,374,442,321,227,529,336,353,391,661,424,420,463,491
3,1,445,450,467,473,335,636,483,373,564,429,375,380,455,463,528,430,371,435,332,381,425,540
2,0,421,350,350,458,449,260,476,454,104,409,253,217,427,310,443,345,456,425,346,316,413,466
3,1,397,450,449,438,460,516,396,539,379,537,278,546,647,572,348,448,229,388,540,385,523,302
3,1,433,450,335,396,462,419,437,457,345,594,509,322,381,383,426,445,486,280,370,257,312,597
3,0,400,292,533,363,405,241,378,209,456,216,576,271,504,530,547,369,477,187,226,181,424,191
2,0,370,350,387,383,430,339,345,329,500,358,406,450,440,106,226,225,321,276,373,316,487,296
2,0,390,350,505,424,420,251,377,347,290,276,376,214,400,135,321,244,499,494,507,256,460,487
3,1,373,450,308,316,279,192,292,478,526,565,218,392,575,523,185,333,281,611,531,479,300,400
3,1,420,450,367,359,395,378,654,327,473,420,581,471,418,524,584,387,288,554,507,587,552,442
