Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,0,400,307,445,123,466,487,571,134,406,345,543,356,407,297,520,275,600,40,325,461,548,297
2,1,400,494,465,374,379,444,530,559,470,462,462,466,409,277,410,443,366,498,425,359,381,500
2,1,400,459,453,327,589,358,396,509,388,593,257,412,351,303,499,507,553,362,544,403,414,474
2,0,400,350,514,398,345,425,399,463,416,308,402,354,387,322,416,469,249,402,250,304,236,331
2,1,400,508,594,564,386,559,564,545,434,417,475,350,525,629,337,712,386,414,398,589,297,545
2,1,400,521,378,674,447,577,424,540,358,513,298,582,374,510,366,648,425,650,420,522,412,482
2,1,400,490,246,293,474,661,434,423,367,557,387,374,381,597,429,345,493,516,505,448,313,564
3,1,359,450,389,221,248,390,336,367,378,372,401,313,481,505,381,461,220,574,356,552,373,410
3,0,400,347,340,387,367,287,368,271,532,485,383,367,286,406,466,641,580,232,321,501,389,191
2,1,400,472,247,543,452,313,520,422,500,494,473,483,431,500,545,448,405,650,295,326,576,389
2,1,400,537,354,756,627,535,215,458,376,448,330,382,386,645,464,420,382,621,507,616,504,569
3,0,400,300,444,423,309,163,108,350,370,169,317,105,509,378,271,262,397,479,429,273,319,383
2,0,409,350,477,371,458,304,416,440,350,396,556,301,383,224,351,169,357,410,444,257,371,297
2,1,400,477,447,380,342,513,364,535,449,620,423,537,298,350,333,457,516,444,384,502,690,511
3,0,400,300,564,352,455,264,497,59,446,234,632,213,323,461,617,298,318,271,400,289,398,304
3,0,400,309,442,349,493,340,287,192,266,456,369,283,333,297,322,115,254,334,418,369,647,298
2,0,354,350,365,480,260,246,369,363,375,184,273,192,265,381,334,221,338,165,321,281,215,431
2,0,356,350,364,179,224,323,217,377,317,296,370,175,600,321,370,189,291,318,291,358,386,335
3,0,400,294,414,250,294,471,472,219,288,406,361,223,447,395,538,319,186,411,314,241,539,169
3,1,425,450,341,521,438,397,534,436,403,485,378,418,392,539,528,412,588,559,351,386,560,528
2,0,405,350,369,348,456,338,383,497,363,342,274,403,382,432,392,498,316,454,233,343,237,422
3,0,400,273,353,235,288,308,419,262,410,312,426,377,305,204,401,360,314,94,375,312,276,324
2,1,400,517,402,529,464,596,415,524,428,521,402,407,370,742,208,729,320,427,487,442,417,519
3,0,400,257,390,350,519,51,437,287,533,251,520,245,283,57,385,221,357,358,456,196,484,201
3,0,400,319,202,475,566,471,436,88,408,494,441,225,549,327,445,181,382,248,454,367,508,363
3,1,440,450,634,347,561,210,441,598,505,516,337,345,461,405,540,592,457,570,461,536,445,114
3,1,373,450,382,327,367,483,258,570,339,508,286,320,337,378,221,703,226,411,70,414,346,496
3,1,391,450,244,602,341,576,388,530,442,385,336,425,394,365,439,590,356,472,435,613,447,207
3,0,400,323,449,268,455,351,417,263,602,437,470,256,496,348,337,362,314,458,427,257,242,217
3,0,400,322,392,265,542,388,258,372,499,286,470,459,504,223,404,356,201,476,373,328,394,131
2,1,400,455,409,273,572,486,262,367,382,453,325,270,384,551,462,584,444,587,354,501,349,361
2,1,400,495,512,412,372,604,453,438,358,620,201,563,531,604,386,559,444,472,449,491,428,600
2,0,416,350,460,297,323,391,269,275,467,300,530,451,384,347,596,409,213,185,405,433,495,609
2,1,400,494,373,506,360,419,449,368,513,585,436,499,173,425,391,454,486,398,445,587,533,335
2,1,400,530,475,549,415,631,396,549,351,668,320,510,489,619,520,661,279,522,447,456,308,575
3,0,400,315,359,361,347,320,614,170,387,343,437,272,541,303,462,346,409,379,356,256,398,442
2,1,400,545,313,468,477,574,545,402,278,444,559,627,417,623,137,460,338,596,415,680,558,644
2,1,400,502,464,548,279,498,216,455,417,617,361,546,222,546,433,616,415,478,383,406,245,506
3,0,400,321,189,338,478,175,464,369,500,257,264,144,476,250,381,375,352,144,498,384,265,431
2,1,400,507,282,511,491,540,459,671,441,651,388,608,420,532,608,396,292,549,314,576,486,598
2,1,400,533,268,777,445,509,236,501,429,450,214,534,514,508,265,392,397,376,391,500,471,576
2,0,392,350,357,462,216,515,577,270,408,422,365,403,341,324,443,167,553,408,504,472,451,204
3,1,416,450,386,489,263,304,429,400,311,339,447,487,460,644,380,514,386,388,456,444,251,553
2,0,354,350,331,239,366,614,399,425,375,342,454,434,220,281,215,484,504,344,329,346,225,465
3,1,400,450,362,519,321,201,231,364,432,313,418,482,259,561,141,450,427,604,439,425,386,510
2,0,442,350,435,377,363,420,329,350,356,338,512,426,414,225,388,458,568,384,529,296,458,245
2,1,400,511,316,513,334,485,378,593,496,394,393,395,361,419,526,583,278,687,319,434,700,488
3,1,353,450,288,551,352,286,274,271,349,495,319,549,299,484,294,699,551,349,256,428,391,598
2,0,408,350,171,325,434,515,409,313,302,365,403,270,388,432,393,278,454,344,448,501,467,533
2,1,400,516,316,496,413,659,559,470,323,477,538,540,399,443,406,438,208,521,514,593,282,412
2,1,400,482,422,530,399,472,390,374,345,559,398,418,201,452,197,455,416,508,304,521,279,526
2,0,387,350,382,290,445,478,318,224,403,291,394,372,310,520,357,404,493,203,480,325,362,426
2,1,400,479,445,438,519,613,277,368,357,447,475,486,438,557,290,512,355,452,333,418,397,516
2,0,390,350,576,326,341,291,312,190,348,336,462,262,346,336,277,426,408,268,383,680,516,510
2,0,418,350,489,256,319,144,418,348,430,407,499,212,546,358,326,434,484,215,287,609,383,295
3,0,400,328,461,389,304,479,407,270,378,374,375,276,387,275,195,285,566,92,228,310,474,341
3,0,400,326,411,314,521,234,343,354,485,506,419,318,538,355,329,416,338,286,561,289,179,53
3,0,400,337,274,436,286,304,411,226,539,266,403,417,388,536,388,343,506,322,530,398,438,215
3,0,400,308,543,340,362,283,220,342,275,491,388,350,367,289,534,499,434,417,285,346,535,168
2,0,417,350,434,317,567,380,376,454,164,377,488,354,339,240,524,438,303,375,391,268,532,399
2,1,400,463,488,480,415,358,431,495,240,359,227,340,363,496,301,524,364,575,414,628,184,545
2,1,400,479,321,542,369,298,430,424,248,571,626,660,347,325,377,264,288,496,482,544,218,519
2,1,400,486,491,325,411,379,566,432,357,503,535,574,648,274,408,434,464,377,331,658,437,644
2,1,400,521,337,355,197,253,393,627,365,637,384,431,425,541,559,544,346,613,344,404,462,624
2,1,400,496,358,648,492,379,466,439,511,515,375,453,351,493,381,512,319,511,204,525,346,663
3,1,438,450,359,482,311,537,362,474,400,512,404,293,555,410,456,380,478,488,603,435,310,433
3,1,439,450,459,465,564,411,556,332,409,454,546,628,376,494,499,459,379,470,609,485,673,596
2,0,405,350,376,454,444,517,372,422,561,338,607,268,383,208,262,443,400,223,342,360,504,342
3,0,400,311,450,186,479,216,505,376,361,220,400,308,441,395,337,357,257,320,382,275,533,391
3,0,400,254,379,246,349,250,462,381,512,292,574,307,353,250,319,184,344,410,434,257,247,233
2,1,400,535,372,694,244,625,393,475,333,457,519,425,323,584,359,572,431,452,438,694,95,533
2,1,400,453,331,495,496,495,229,404,245,399,556,495,550,476,514,583,656,643,202,526,378,510
3,1,372,450,235,630,410,469,459,436,297,509,440,351,352,435,359,375,379,485,293,373,325,334
2,0,435,350,524,461,501,408,280,571,509,446,519,308,540,418,476,395,502,195,418,398,624,209
2,1,400,517,498,598,451,573,493,487,376,532,420,477,393,545,505,385,523,531,298,736,441,597
2,0,448,350,295,371,473,493,478,345,422,380,471,346,356,185,504,283,518,193,432,514,506,531
