Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,361,350,476,273,446,351,228,181,368,441,449,354,233,428,161,361,409,342,443,151,204,478
2,1,400,543,293,515,507,630,385,507,309,373,476,544,420,551,201,590,459,493,332,623,411,749
2,0,422,350,504,331,339,366,212,393,348,272,319,288,341,418,339,280,298,357,562,242,388,465
2,1,400,525,392,504,363,488,466,667,366,545,568,386,396,574,427,605,368,535,501,458,552,385
2,0,356,350,440,297,368,314,381,336,202,464,409,248,328,239,203,418,296,341,399,516,271,409
2,0,385,350,427,467,519,112,347,125,302,498,228,359,229,341,357,453,435,342,567,294,471,202
3,1,401,450,382,519,494,384,380,506,493,239,367,423,315,583,474,409,259,517,386,387,470,563
2,1,400,495,410,380,394,611,407,584,489,613,319,464,453,290,463,393,313,456,432,399,469,563
3,1,402,450,357,633,385,402,384,361,337,502,597,570,359,303,377,560,375,387,425,410,349,251
2,0,395,350,419,339,454,374,383,413,298,459,430,389,352,189,524,241,539,435,450,147,451,259
3,1,435,450,504,391,371,536,641,489,507,666,489,479,395,361,508,436,456,373,639,318,503,243
3,0,400,257,354,126,539,207,433,312,212,399,461,185,476,235,377,296,546,176,645,247,363,292
2,0,375,350,276,490,260,330,399,389,298,325,401,311,450,393,351,344,108,240,391,415,334,232
2,0,422,350,548,255,364,356,445,456,445,219,530,257,465,397,331,255,485,275,281,317,445,190
2,0,378,350,560,407,402,522,450,470,351,377,441,389,487,394,406,283,414,391,350,514,462,308
3,0,400,290,453,275,435,181,401,438,414,279,383,173,436,506,423,296,655,120,392,196,376,391
2,0,360,350,336,388,404,379,465,281,405,317,451,353,453,331,362,445,399,235,154,349,395,205
2,0,369,350,371,472,258,515,502,315,467,283,488,556,435,342,487,406,368,379,267,333,421,414
3,1,432,450,392,401,456,446,372,262,443,468,441,315,305,407,351,391,643,524,388,287,442,436
3,1,424,450,417,349,440,372,383,289,691,370,129,370,416,545,365,589,230,496,609,590,349,340
3,0,400,342,380,425,166,319,158,213,287,417,472,353,367,200,512,501,263,527,295,231,369,448
2,1,400,532,325,398,455,593,480,616,445,386,360,345,326,506,393,557,164,518,466,462,502,402
2,0,353,350,299,213,391,331,522,268,76,328,187,435,604,193,366,516,316,370,256,499,290,307
2,0,377,350,429,307,333,529,380,262,230,274,482,496,398,212,429,362,336,469,364,546,150,386
3,1,448,450,499,561,459,409,578,520,592,188,318,577,504,319,355,661,463,467,535,513,443,482
2,0,357,350,252,321,262,553,184,380,464,369,314,299,427,305,570,446,358,336,439,532,269,245
3,1,351,450,482,260,450,510,345,589,349,555,415,430,579,503,410,380,295,538,303,420,478,422
2,1,400,497,418,581,382,588,490,665,541,691,500,611,406,414,390,529,457,490,586,548,383,530
2,1,400,499,195,381,514,432,286,663,438,685,493,274,427,349,257,681,526,575,324,513,420,486
2,1,400,464,402,279,558,483,475,359,418,403,197,526,302,341,292,418,507,562,449,502,439,369
2,0,360,350,478,352,385,461,388,259,381,286,406,498,454,317,613,344,511,299,362,336,233,285
2,0,350,350,352,559,422,414,452,286,191,386,367,508,304,412,224,341,455,326,302,304,267,225
2,0,357,350,291,321,314,308,450,316,344,469,313,457,386,401,465,429,427,457,316,352,354,259
3,0,400,252,382,53,294,326,361,229,460,285,238,145,379,281,427,353,251,308,315,205,549,427
2,1,400,549,397,485,265,531,299,582,559,588,434,434,594,785,319,671,367,717,304,499,297,641
2,1,400,533,288,429,532,625,380,358,315,473,277,667,512,471,470,666,565,593,310,413,576,405
2,1,400,486,456,330,314,334,429,564,376,436,404,399,438,431,395,421,400,653,332,526,458,480
