Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,398,350,420,507,466,290,243,355,309,489,307,395,371,440,453,330,371,351,411,281,317,497
2,0,372,350,375,389,259,368,428,315,421,296,346,305,278,505,352,428,109,211,540,420,437,366
2,1,400,502,329,520,222,445,415,442,442,321,431,509,400,406,531,231,361,510,199,538,345,527
2,1,400,470,377,334,378,555,645,551,695,497,492,432,315,474,331,495,259,394,543,455,441,490
3,1,387,450,291,287,594,501,486,422,105,478,244,383,348,332,526,408,335,484,350,441,495,289
3,0,400,302,295,98,349,266,451,335,378,235,397,284,372,443,301,355,349,206,549,252,374,291
3,0,400,333,361,222,442,214,354,296,464,452,561,321,585,414,510,426,327,432,345,392,608,319
3,1,378,450,394,491,419,401,496,514,415,529,478,543,394,216,311,520,460,515,244,294,323,537
2,1,400,520,485,339,538,447,410,561,533,545,433,552,288,513,439,493,175,422,511,514,413,551
3,0,400,310,402,175,350,135,303,277,413,284,541,226,437,307,449,388,470,532,660,111,366,377
2,0,396,350,311,410,330,468,359,450,624,265,432,311,341,506,224,307,337,406,422,360,527,441
2,0,441,350,628,375,308,451,486,326,434,176,421,350,233,402,449,233,518,320,384,274,368,308
2,1,400,464,366,405,407,444,431,458,287,307,252,585,369,579,467,424,507,567,327,542,530,419
3,0,400,278,536,185,329,287,237,340,197,274,403,367,364,409,430,340,669,374,489,58,378,265
2,0,428,350,268,459,335,343,383,258,452,224,705,422,449,411,665,352,179,167,330,431,563,307
3,1,435,450,406,508,422,421,476,508,254,423,539,641,501,572,524,414,580,410,645,473,421,568
3,0,400,261,446,230,320,322,519,81,317,371,304,301,433,264,438,380,368,207,269,256,425,206
3,0,400,331,478,465,430,348,510,485,472,291,432,291,293,405,438,270,365,278,269,180,428,351
3,1,431,450,221,402,477,491,600,510,475,360,458,669,496,466,533,511,553,324,575,500,495,366
3,0,400,349,235,305,513,424,436,346,600,361,235,353,292,459,284,392,475,217,175,467,559,437
3,0,400,296,283,359,362,360,380,283,462,354,415,292,551,327,392,173,346,110,279,354,470,324
2,1,400,542,369,464,434,601,382,528,187,475,419,512,439,392,594,748,204,600,325,588,419,652
2,0,382,350,98,516,444,315,365,359,378,411,439,408,665,251,260,285,549,135,358,435,450,414
2,1,400,471,391,432,411,231,533,502,290,431,369,440,301,524,401,289,303,439,307,452,502,440
2,0,383,350,419,552,354,333,512,454,437,330,335,385,254,415,415,170,293,245,350,407,327,480
3,1,377,450,390,251,600,325,537,476,489,666,514,601,629,275,370,542,453,347,465,352,327,492
2,1,400,519,507,503,323,470,456,436,274,725,381,572,360,530,330,419,331,429,502,399,432,635
3,0,400,333,488,147,411,274,418,317,388,387,349,406,555,275,448,496,649,212,350,452,443,326
2,1,400,463,324,540,405,517,489,473,401,476,397,498,218,509,509,509,411,566,454,339,345,407
3,1,418,450,427,311,444,567,612,366,323,602,608,218,195,589,334,578,421,442,335,658,412,539
3,1,350,450,405,441,440,461,227,350,441,561,208,589,296,556,411,553,255,555,301,525,281,597
3,0,400,316,538,294,307,455,423,324,507,438,334,299,375,453,457,405,485,328,579,321,267,298
