Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,0,400,311,459,256,425,573,440,440,243,372,376,456,312,343,468,276,440,251,456,397,402,264
3,0,400,308,335,326,428,285,472,255,557,331,493,233,341,314,368,356,266,238,393,163,291,339
3,1,382,450,333,297,512,479,371,319,374,468,352,288,343,473,392,466,440,543,390,543,415,374
3,0,400,328,374,362,357,201,447,255,512,405,702,271,404,462,366,357,407,180,437,402,236,436
2,1,400,525,441,583,606,673,438,627,522,532,420,513,434,564,411,608,269,440,693,551,352,725
3,0,400,297,435,372,307,142,438,458,534,334,533,257,423,266,410,327,391,240,563,229,406,406
2,0,363,350,176,253,200,289,121,132,343,340,528,283,348,177,436,487,341,286,435,427,474,171
2,1,400,515,429,578,334,497,334,503,326,561,309,341,514,647,302,663,346,360,525,666,362,463
3,1,357,450,416,448,300,363,361,485,245,456,144,518,367,402,352,388,314,388,375,506,433,524
3,1,403,450,416,236,525,454,277,457,266,496,461,577,338,355,488,369,476,393,229,387,426,481
2,1,400,469,366,451,356,521,353,580,331,583,384,485,532,540,364,564,178,451,324,416,522,335
3,0,400,349,330,113,368,236,188,402,425,227,362,524,432,350,570,477,398,379,390,325,458,277
2,0,358,350,512,223,393,359,176,320,427,479,250,354,195,498,344,397,346,425,432,439,417,299
3,1,403,450,561,414,422,377,464,415,453,409,255,443,381,365,281,389,293,456,401,406,533,207
3,1,429,450,396,336,532,707,358,358,502,308,457,449,436,308,292,431,559,562,262,525,503,573
3,1,432,450,310,486,264,507,419,312,486,207,532,484,471,342,481,502,399,352,523,472,558,641
2,1,400,505,422,396,374,651,361,520,376,400,266,570,493,507,235,307,234,447,345,442,358,632
2,0,369,350,301,436,511,221,494,430,381,530,431,301,252,254,430,344,382,257,268,239,400,358
3,1,376,450,269,443,411,467,348,452,220,518,432,508,287,405,355,343,185,512,322,422,279,563
3,1,428,450,407,435,354,207,445,453,444,408,414,361,303,376,324,410,681,448,482,456,572,293
2,1,400,523,414,435,290,493,168,537,317,468,476,594,396,435,484,490,423,604,350,359,450,647
3,0,400,252,383,226,446,161,381,216,468,226,297,253,303,177,430,405,345,75,298,243,526,265
3,0,400,277,167,297,522,172,432,183,378,390,450,355,445,359,517,237,374,513,444,161,377,244
3,0,400,284,558,168,404,329,327,128,404,193,573,327,420,135,420,394,467,319,430,127,243,542
2,1,400,505,205,541,572,644,296,330,590,518,553,647,549,398,492,491,346,504,384,645,476,527
3,0,400,315,269,448,430,158,432,400,490,374,436,310,454,317,402,392,481,379,751,330,466,259
3,0,400,330,481,430,374,478,293,435,388,297,337,153,595,257,489,432,367,240,507,370,161,319
2,1,400,495,530,467,376,546,421,702,398,477,318,452,589,607,407,346,294,435,362,528,256,416
3,1,419,450,545,336,373,568,305,428,191,447,515,487,379,395,373,567,390,331,507,566,470,437
2,1,400,508,435,507,403,571,399,459,319,526,360,558,515,492,487,652,455,559,171,468,475,579
2,0,419,350,505,377,458,398,489,496,320,307,305,479,428,197,531,278,373,270,397,435,537,350
3,1,356,450,284,458,429,473,270,600,416,485,393,593,288,328,334,424,289,398,430,390,362,423
3,0,400,314,277,345,425,283,695,382,213,364,519,472,329,473,559,116,395,507,523,243,495,324
2,0,443,350,631,435,473,392,510,318,519,498,542,613,537,356,487,239,481,417,412,357,544,301
2,1,400,497,421,633,303,415,418,575,359,459,230,381,392,650,297,570,359,509,497,472,421,328
2,1,400,460,386,468,312,371,473,356,507,357,424,429,261,448,311,581,416,456,385,475,219,519
3,0,400,263,368,124,479,372,460,161,285,314,395,249,462,273,511,227,580,246,206,349,315,320
2,0,389,350,360,385,346,351,486,221,537,419,362,398,466,408,552,490,421,460,312,379,345,347
2,1,400,544,406,553,329,682,633,629,424,565,424,522,186,570,487,507,361,454,307,636,533,648
2,0,399,350,389,297,510,398,526,457,418,527,499,265,344,217,356,293,291,318,427,325,314,679
3,0,400,328,394,346,167,333,393,353,187,397,348,213,532,374,422,279,340,385,361,374,438,246
3,1,384,450,288,384,469,517,479,475,248,481,351,470,433,416,360,580,176,358,445,389,416,341
2,0,375,350,338,404,375,276,442,164,413,221,305,405,694,317,330,231,315,376,347,424,260,591
2,0,439,350,408,338,450,391,485,385,569,193,283,103,410,227,454,602,332,513,416,134,486,295
3,0,400,287,499,445,330,186,503,286,439,287,372,389,490,143,499,328,309,234,235,237,483,296
2,1,400,512,539,518,402,528,490,446,440,348,372,496,467,388,390,548,419,362,492,605,398,544
3,1,431,450,486,426,517,427,473,313,354,400,420,440,499,439,451,451,422,414,390,454,398,449
3,1,378,450,437,501,472,459,397,444,81,421,358,327,655,443,449,426,324,366,564,545,272,372
2,1,400,468,431,366,525,217,525,490,452,224,339,411,328,494,322,381,302,609,494,461,418,292
3,1,381,450,445,244,328,289,170,494,258,435,332,418,441,605,498,390,260,526,314,339,377,454
2,1,400,517,291,575,344,622,279,332,386,698,568,522,470,503,429,526,317,456,435,614,265,456
3,1,400,450,289,443,361,496,358,470,432,511,372,436,483,540,497,337,142,309,464,508,441,404
2,1,400,495,496,494,441,563,354,371,380,514,224,593,393,440,447,650,398,640,352,473,440,549
2,0,411,350,460,360,292,239,592,518,442,260,601,322,660,303,409,218,345,390,422,160,316,184
3,0,400,300,401,179,416,339,377,253,556,316,402,370,278,357,455,201,402,429,417,188,329,377
2,0,445,350,415,233,327,357,391,539,491,233,440,327,387,476,463,441,399,435,652,354,446,397
3,0,400,326,272,152,343,180,326,260,326,335,348,132,305,406,499,366,331,462,503,238,229,317
2,1,400,525,330,546,477,421,549,569,493,515,246,521,537,622,587,479,299,461,376,611,491,342
3,1,407,450,560,318,425,468,313,527,392,454,559,465,512,577,248,451,396,526,549,440,329,409
2,0,367,350,338,230,451,429,247,199,323,380,408,93,454,428,312,294,444,383,530,304,390,526
3,0,400,285,394,172,348,315,330,376,467,257,462,372,484,214,552,227,414,305,544,110,492,277
3,0,400,296,256,363,442,352,499,445,209,82,314,225,304,293,348,356,330,254,479,438,387,389
2,0,351,350,502,343,326,352,354,374,454,230,320,322,361,304,375,407,162,373,410,385,342,353
3,0,400,330,413,403,267,237,500,316,442,331,284,369,366,394,236,293,404,141,333,514,417,102
3,0,400,255,309,246,374,333,566,128,331,61,475,288,155,155,460,420,411,144,335,86,229,267
3,1,397,450,355,348,238,434,223,355,459,736,378,489,280,501,430,361,305,395,340,472,299,240
3,0,400,345,583,218,250,293,290,404,417,461,344,513,152,215,330,256,287,291,461,353,370,140
3,0,400,262,492,149,399,123,328,252,593,164,459,230,282,139,292,172,416,204,443,329,522,243
2,1,400,475,447,514,280,408,406,422,455,523,211,449,525,580,386,611,408,520,263,393,587,508
3,1,423,450,421,443,606,489,525,295,397,423,402,565,373,383,494,413,341,503,327,390,231,399
3,1,403,450,464,411,365,453,524,531,464,585,325,533,475,493,639,345,471,273,201,467,246,512
2,1,400,463,517,507,234,589,452,423,467,484,465,497,394,503,392,456,329,363,238,428,431,411
3,1,398,450,498,499,448,352,469,513,343,507,405,605,463,335,323,198,422,497,259,365,520,462
2,1,400,480,337,547,472,400,231,499,297,574,250,380,114,457,330,552,250,392,515,466,344,481
3,0,400,322,287,340,424,474,472,485,277,469,564,304,419,252,414,537,441,359,380,453,560,281
2,1,400,477,545,460,390,624,534,596,385,374,328,417,242,371,526,573,365,607,263,481,465,568
2,0,415,350,523,345,294,288,356,413,513,452,194,403,465,358,443,438,509,342,338,514,398,231
3,1,366,450,261,604,571,396,389,484,198,557,239,414,557,462,371,569,407,410,354,595,491,421
2,1,400,539,473,553,286,404,425,470,636,560,456,545,399,582,507,612,342,295,619,534,210,359
2,0,442,350,560,353,471,440,393,258,401,399,291,140,525,383,383,379,461,268,526,269,500,748
3,1,362,450,506,396,361,375,253,547,355,299,386,367,290,607,268,294,305,418,399,391,390,450
2,1,400,517,379,387,313,435,599,547,141,521,364,547,347,710,318,380,291,533,465,472,636,586
3,0,400,255,484,311,268,350,352,293,406,411,453,240,576,510,466,230,442,159,352,340,340,233
2,0,363,350,263,405,186,360,455,356,371,456,554,319,464,354,454,249,420,441,507,141,616,407
2,1,400,486,466,409,448,540,370,385,471,533,435,558,293,494,369,493,358,605,485,427,433,528
3,1,397,450,485,470,296,402,610,490,499,480,556,667,357,497,471,500,437,560,544,550,389,477
3,0,400,319,365,310,541,60,421,392,500,169,544,450,528,291,485,291,606,326,426,211,386,259
2,1,400,471,342,426,346,570,544,466,634,407,501,493,395,564,421,622,454,324,354,603,384,358
3,0,400,281,442,315,514,363,362,344,489,115,339,440,470,439,376,383,392,131,535,166,348,463
2,1,400,451,453,423,297,436,304,459,384,517,145,338,599,362,289,362,487,421,444,559,421,450
3,1,436,450,334,497,357,488,389,485,566,503,491,439,460,451,416,524,423,385,460,416,398,347
2,0,412,350,495,408,510,462,422,450,642,377,368,357,470,329,388,446,387,296,497,367,557,400
3,0,400,273,629,95,573,238,412,503,191,294,328,265,505,157,490,387,539,182,606,95,309,101
2,1,400,536,429,649,462,507,417,587,515,400,567,668,333,345,495,461,191,554,566,554,631,510
2,1,400,511,504,515,339,413,340,478,421,506,287,473,410,603,348,361,560,481,383,601,348,434
2,1,400,481,502,476,171,555,440,747,445,522,427,465,413,490,409,423,267,352,393,630,406,556
2,0,375,350,436,532,323,287,464,510,506,165,322,346,415,462,430,393,311,248,361,482,425,355
3,1,400,450,258,607,421,424,383,333,592,709,372,458,238,333,367,347,337,552,388,494,270,661
2,0,420,350,516,459,381,335,250,229,457,409,416,279,372,468,391,467,341,385,492,386,470,277
3,1,435,450,412,460,458,303,661,434,256,461,635,468,621,538,529,420,229,351,446,572,507,501
2,0,383,350,309,178,387,320,287,538,314,289,417,306,408,415,335,307,588,447,450,255,433,204
2,1,400,509,352,677,515,608,503,451,331,605,147,448,355,644,274,527,333,657,445,539,456,366
2,1,400,517,396,609,376,389,408,593,441,480,530,409,615,498,494,633,447,665,387,511,392,591
3,0,400,308,323,227,311,348,541,340,282,592,578,242,563,303,318,332,389,277,357,510,367,462
2,0,379,350,299,323,354,398,523,257,217,380,427,441,452,637,354,424,382,220,196,447,356,246
3,1,380,450,388,571,249,406,419,409,577,457,495,433,299,515,495,415,448,548,237,347,481,527
2,0,362,350,381,309,358,438,325,328,386,177,293,320,198,182,587,157,552,402,325,346,513,360
3,1,352,450,330,585,507,530,181,417,283,541,172,395,290,517,410,287,379,593,276,472,295,544
2,1,400,506,459,456,419,530,381,523,171,617,373,538,360,492,423,289,265,440,475,426,290,418
3,0,400,311,344,251,345,209,476,259,389,342,482,472,216,363,219,308,335,85,396,166,365,285
3,1,436,450,440,513,542,412,553,531,350,456,315,387,399,448,526,383,456,360,587,555,552,536
3,1,424,450,501,470,548,593,483,582,497,275,432,378,393,442,278,565,625,386,434,411,215,535
3,0,400,283,428,294,288,163,290,360,263,154,424,284,459,254,334,143,530,417,309,193,375,261
2,0,374,350,362,378,517,388,424,58,412,504,292,419,452,327,324,189,333,464,378,313,241,478
2,0,410,350,324,355,448,357,300,320,283,200,277,389,440,326,290,492,503,509,266,276,479,374
2,0,408,350,330,506,420,373,409,298,434,374,401,354,303,445,451,523,327,475,309,254,472,349
2,0,450,350,421,421,285,435,470,455,498,404,451,323,559,327,462,226,435,319,333,287,654,178
