Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,371,350,363,303,204,431,268,310,211,299,462,276,475,175,193,233,130,454,394,277,253,373
2,0,380,350,386,390,486,240,287,262,561,300,364,428,349,485,411,315,366,261,411,490,312,369
2,1,400,484,288,542,197,402,339,685,520,489,374,545,474,511,450,602,494,485,142,454,308,437
3,0,400,309,531,414,520,296,307,461,430,357,282,273,409,254,350,424,556,199,471,291,396,354
3,1,406,450,480,461,352,619,399,572,388,607,246,409,439,506,556,442,298,419,270,126,532,226
2,0,412,350,352,435,319,146,146,438,432,441,424,456,417,217,374,403,283,289,408,237,676,172
2,0,436,350,430,163,638,385,568,387,414,199,443,355,345,305,514,266,515,313,365,407,438,331
3,0,400,302,302,434,388,395,345,476,434,187,415,273,471,279,481,295,493,264,395,411,592,417
3,0,400,294,451,284,436,359,338,253,479,527,454,316,371,372,266,288,340,286,547,507,244,263
3,0,400,346,594,231,353,291,330,312,427,484,481,264,551,507,459,285,462,337,453,309,485,383
2,0,444,350,420,354,251,297,335,442,398,479,480,319,414,201,295,357,375,294,611,384,415,349
3,0,400,267,377,214,478,143,489,405,352,129,537,315,217,179,537,76,442,340,385,359,224,227
3,1,417,450,667,310,345,503,402,483,377,517,298,454,480,369,361,514,382,445,449,397,479,479
3,1,354,450,503,454,348,678,343,313,304,538,268,194,496,265,441,691,279,489,242,524,387,243
3,0,400,282,633,402,424,395,423,439,553,360,439,175,468,297,351,236,234,439,483,114,305,287
2,1,400,520,501,431,476,549,241,540,407,704,306,619,301,385,370,482,391,371,324,498,214,507
3,1,402,450,354,472,413,364,390,424,403,398,365,421,407,334,468,551,496,441,573,501,277,375
3,1,420,450,146,548,387,368,352,283,557,324,420,376,236,394,404,455,336,362,352,595,456,469
2,0,436,350,455,348,338,585,385,351,592,426,468,200,370,323,267,406,407,167,292,425,403,436
2,1,400,519,444,549,164,728,337,507,334,337,262,546,255,596,246,437,216,537,340,525,510,507
3,0,400,348,167,399,337,406,366,372,320,382,304,342,258,238,437,126,269,220,470,147,480,247
2,0,426,350,152,234,274,320,389,389,366,298,190,267,317,223,495,299,521,432,392,355,603,240
2,0,417,350,454,301,341,281,293,258,543,362,316,374,384,444,378,368,445,353,245,432,332,445
3,1,434,450,415,552,480,472,462,338,488,499,388,605,397,390,374,428,522,670,362,456,402,334
2,1,400,542,371,592,504,592,377,541,478,430,412,512,516,403,371,668,390,658,449,539,432,500
3,0,400,342,420,368,212,270,604,139,299,275,340,477,298,191,284,250,485,625,520,470,535,201
3,1,423,450,435,545,326,670,299,519,505,502,579,516,378,440,396,535,522,401,430,369,504,597
2,1,400,535,606,457,382,497,394,507,318,398,319,618,294,420,440,553,496,445,381,569,366,386
2,1,400,518,267,545,413,584,377,564,325,480,342,457,279,619,283,443,548,473,446,558,243,426
2,1,400,548,480,517,396,548,471,518,354,513,374,757,370,396,419,451,386,586,363,656,444,529
3,0,400,271,425,336,405,217,152,262,237,286,415,89,540,361,257,275,335,353,450,245,330,268
3,0,400,274,397,203,372,163,457,332,365,167,530,367,355,147,486,182,301,287,471,390,424,207
3,0,400,290,270,356,256,285,496,477,355,444,323,269,482,234,405,416,336,150,354,312,523,176
3,0,400,349,310,442,290,210,476,343,377,388,421,575,422,427,224,351,617,264,444,254,446,265
3,0,400,340,284,307,499,127,439,345,433,408,342,389,616,383,377,282,539,448,460,497,435,375
2,0,391,350,507,258,479,388,503,326,413,474,517,313,302,431,267,491,392,454,328,483,278,279
3,0,400,287,517,190,380,450,499,312,504,330,401,456,467,169,482,414,462,310,436,160,608,285
3,0,400,271,419,374,464,316,322,261,432,291,421,292,289,334,433,249,623,376,502,150,399,173
2,0,426,350,349,434,385,183,483,415,511,361,264,543,500,405,486,302,226,223,345,520,506,292
3,1,408,450,498,618,498,375,568,358,658,484,299,286,422,535,232,461,256,375,482,577,308,535
3,0,400,296,424,198,400,582,371,514,351,218,487,294,409,22,361,150,402,167,483,428,348,367
2,0,418,350,365,361,283,285,380,351,581,367,525,446,261,262,344,407,536,365,498,338,390,534
3,0,400,338,163,302,413,241,212,369,522,355,278,481,219,202,445,476,454,289,411,204,272,223
2,1,400,527,325,319,342,400,449,692,111,553,217,636,260,642,325,589,416,480,332,567,354,598
3,0,400,268,327,370,350,178,490,221,570,308,440,154,419,273,397,382,478,305,401,246,282,563
3,1,397,450,421,390,322,635,321,552,482,630,417,520,547,437,468,292,487,595,208,342,175,385
3,0,400,253,371,294,146,233,519,302,324,202,340,368,192,367,524,178,442,419,518,230,370,200
2,1,400,534,433,489,533,558,561,692,337,632,400,547,289,515,349,636,373,478,361,383,432,421
